RitualObjectRef,RitualObjectSystemId,RitualObjectID,CaseRef,RitualObject_Type,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"RO/JO/467","JO",467,"C/EGD/2174","Cockerel","jhm","05/13/02 12:18:51","jhm","05/13/02 12:19:02"
"RO/JO/468","JO",468,"C/EGD/2174","Thread","jhm","05/13/02 12:20:13","jhm","11/13/02 12:40:20"
"RO/JO/469","JO",469,"C/EGD/2174","Wax/clay images","jhm","05/13/02 12:22:40","jhm","05/13/02 12:22:42"
"RO/JO/47","JO",47,"C/EGD/884","Water","jhm","07/23/01 10:41:50","jhm","07/23/01 10:41:51"
"RO/JO/470","JO",470,"C/EGD/2173","Shoes","jhm","05/14/02 11:04:27","jhm","05/14/02 11:04:33"
"RO/JO/471","JO",471,"C/EGD/2163","Pillows","jhm","05/14/02 15:23:39","jhm","05/14/02 15:23:43"
"RO/JO/472","JO",472,"C/EGD/2163","Belt","jhm","05/14/02 16:06:04","jhm","05/14/02 16:06:06"
"RO/JO/473","JO",473,"C/EGD/2163","Branch","jhm","05/14/02 16:07:07","jhm","05/14/02 16:07:13"
"RO/JO/474","JO",474,"C/EGD/2163","Thread","jhm","05/14/02 16:07:18","jhm","11/13/02 12:40:39"
"RO/JO/475","JO",475,"C/EGD/2163","Pot","jhm","05/14/02 16:11:35","jhm","05/14/02 16:11:37"
"RO/JO/477","JO",477,"C/JO/3035","Stones","jhm","06/03/02 11:52:35","jhm","06/03/02 11:52:37"
"RO/JO/478","JO",478,"C/JO/3035","Wax/clay images","jhm","06/03/02 11:52:41","jhm","06/03/02 11:52:46"
"RO/JO/479","JO",479,"C/JO/3035","Milk","jhm","06/03/02 11:52:50","jhm","06/03/02 11:52:51"
"RO/JO/48","JO",48,"C/JO/2843","Water","jhm","07/23/01 12:09:49","jhm","07/23/01 12:09:51"
"RO/JO/481","JO",481,"C/EGD/2161","Thread","jhm","06/03/02 12:24:40","jhm","11/13/02 12:40:56"
"RO/JO/482","JO",482,"C/EGD/2162","Thread","jhm","06/03/02 15:21:49","jhm","11/13/02 12:44:13"
"RO/JO/483","JO",483,"C/EGD/2162","Beetle","jhm","06/03/02 15:21:51","jhm","06/03/02 15:21:57"
"RO/JO/485","JO",485,"C/JO/3036","Meal","jhm","06/03/02 15:48:44","jhm","06/03/02 15:48:45"
"RO/JO/486","JO",486,"C/JO/3036","Knife","jhm","06/03/02 15:48:51","jhm","06/03/02 15:48:52"
"RO/JO/487","JO",487,"C/JO/3035","Earth","jhm","06/03/02 16:47:31","jhm","06/03/02 16:47:33"
"RO/JO/488","JO",488,"C/EGD/2154","Ribbon","jhm","06/03/02 17:11:16","jhm","06/03/02 17:11:23"
"RO/JO/489","JO",489,"C/EGD/2154","Turf","jhm","06/03/02 17:11:27","jhm","06/03/02 17:11:30"
"RO/JO/49","JO",49,"C/JO/2843","Shirt","jhm","07/23/01 12:09:52","LEM","11/01/02 14:34:31"
"RO/JO/490","JO",490,"C/EGD/2154","Water","jhm","06/03/02 17:11:31","jhm","06/03/02 17:11:32"
"RO/JO/491","JO",491,"C/EGD/2154","Knife","jhm","06/03/02 17:14:33","jhm","06/03/02 17:14:34"
"RO/JO/492","JO",492,"C/JO/3033","Water","jhm","06/10/02 18:05:47","jhm","06/10/02 18:05:48"
"RO/JO/493","JO",493,"C/JO/3033","Stones","jhm","06/10/02 18:05:49","jhm","06/10/02 18:06:08"
"RO/JO/494","JO",494,"C/EGD/2122","Tree","jhm","06/10/02 18:49:49","jhm","06/10/02 18:49:50"
"RO/JO/495","JO",495,"C/EGD/2123","Water","jhm","06/10/02 20:49:01","jhm","06/10/02 20:49:02"
"RO/JO/496","JO",496,"C/EGD/2123","Stones","jhm","06/10/02 20:49:02","jhm","06/10/02 20:49:04"
"RO/JO/497","JO",497,"C/EGD/2141","Water","jhm","06/10/02 21:41:09","jhm","06/10/02 21:41:10"
"RO/JO/498","JO",498,"C/EGD/2141","Tree","jhm","06/10/02 21:41:19","jhm","06/10/02 21:41:21"
"RO/JO/499","JO",499,"C/EGD/1025","Book","jhm","06/11/02 14:46:19","jhm","06/11/02 14:46:26"
"RO/JO/5","JO",5,"C/JO/2632","Water","jhm","05/17/01 12:04:01","jhm","11/13/02 15:50:58"
"RO/JO/500","JO",500,"C/EGD/2312","Fire","jhm","06/19/02 13:52:58","jhm","06/19/02 13:52:59"
"RO/JO/501","JO",501,"C/JO/3044","Water","jhm","06/19/02 14:13:55","jhm","06/19/02 14:13:56"
"RO/JO/502","JO",502,"C/JO/3044","Straw","jhm","06/19/02 14:14:10","jhm","06/19/02 14:14:18"
"RO/JO/503","JO",503,"C/JO/3038","Water","jhm","06/19/02 14:40:39","jhm","06/19/02 14:40:39"
"RO/JO/504","JO",504,"C/EGD/2327","Bannock","jhm","06/19/02 15:58:27","jhm","06/19/02 15:58:28"
"RO/JO/52","JO",52,"C/EGD/2277","Nail trimmings","jhm","07/30/01 10:51:57","jhm","07/30/01 10:52:03"
"RO/JO/53","JO",53,"C/EGD/2277","Tree","jhm","07/30/01 10:52:11","jhm","07/30/01 10:53:42"
"RO/JO/537","JO",537,"C/JO/3059","Rowan tree","jhm","06/27/02 14:30:19","jhm","06/27/02 14:30:26"
"RO/JO/538","JO",538,"C/JO/3059","Hand (dead)","jhm","06/27/02 14:30:42","jhm","06/27/02 14:30:58"
"RO/JO/539","JO",539,"C/JO/3059","Fire","jhm","07/02/02 14:56:10","jhm","07/02/02 14:56:12"
"RO/JO/54","JO",54,"C/EGD/2277","Earth","jhm","07/30/01 10:55:07","jhm","07/30/01 10:55:12"
"RO/JO/540","JO",540,"C/JO/3078","Belt","jhm","07/02/02 15:37:44","jhm","07/02/02 15:37:47"
"RO/JO/541","JO",541,"C/JO/3082","Water","jhm","07/03/02 11:39:37","jhm","07/03/02 11:39:38"
"RO/JO/542","JO",542,"C/JO/3082","Butter","jhm","07/03/02 11:39:39","jhm","07/03/02 11:39:43"
"RO/JO/543","JO",543,"C/EGD/1045","Water","jhm","07/03/02 14:21:16","jhm","07/03/02 14:21:16"
"RO/JO/544","JO",544,"C/EGD/1045","Stones","jhm","07/03/02 14:21:28","jhm","07/03/02 14:21:30"
"RO/JO/545","JO",545,"C/EGD/1045","Bread","jhm","07/03/02 14:21:33","jhm","07/03/02 14:21:37"
"RO/JO/546","JO",546,"C/EGD/1045","Cheese","jhm","07/03/02 14:21:38","jhm","07/03/02 14:21:41"
"RO/JO/547","JO",547,"C/EGD/1045","Sword","jhm","07/03/02 14:21:45","jhm","07/03/02 14:21:49"
"RO/JO/548","JO",548,"C/EGD/1045","Fire","jhm","07/03/02 14:22:19","jhm","07/03/02 14:22:21"
"RO/JO/549","JO",549,"C/EGD/1045","Shirt","jhm","07/03/02 14:23:15","LEM","11/11/02 11:15:56"
"RO/JO/55","JO",55,"C/EGD/1861","Butter","jhm","07/31/01 11:55:56","jhm","07/31/01 11:55:58"
"RO/JO/550","JO",550,"C/EGD/2262","Water","jhm","07/03/02 14:58:03","jhm","07/03/02 14:58:04"
"RO/JO/551","JO",551,"C/EGD/2262","Clothing","jhm","07/03/02 14:58:07","jhm","07/03/02 14:58:11"
"RO/JO/552","JO",552,"C/EGD/2262","Stones","jhm","07/03/02 14:58:14","jhm","07/03/02 14:58:17"
"RO/JO/553","JO",553,"C/EGD/2262","Nail trimmings","jhm","07/03/02 14:58:47","jhm","07/03/02 14:58:50"
"RO/JO/554","JO",554,"C/EGD/2262","Bannock","jhm","07/03/02 14:58:51","jhm","07/03/02 14:58:52"
"RO/JO/555","JO",555,"C/EGD/2262","Hair","jhm","07/03/02 14:58:55","jhm","11/13/02 13:41:42"
"RO/JO/556","JO",556,"C/JO/3085","Water","jhm","07/03/02 15:25:02","jhm","07/03/02 15:25:03"
"RO/JO/557","JO",557,"C/EGD/292","Water","jhm","07/04/02 13:47:13","jhm","07/04/02 13:47:14"
"RO/JO/558","JO",558,"C/EGD/292","Salt","jhm","07/04/02 13:47:17","jhm","07/04/02 13:47:18"
"RO/JO/559","JO",559,"C/EGD/2148","Sand","jhm","07/09/02 09:15:31","jhm","07/09/02 09:15:38"
"RO/JO/56","JO",56,"C/EGD/1861","Meal","jhm","07/31/01 11:56:02","jhm","07/31/01 11:56:04"
"RO/JO/560","JO",560,"C/EGD/2148","Feathers","jhm","07/09/02 09:15:39","jhm","07/09/02 09:15:41"
"RO/JO/561","JO",561,"C/EGD/2149","Bread","jhm","07/09/02 09:43:44","jhm","07/09/02 09:43:45"
"RO/JO/562","JO",562,"C/EGD/2158","Coin","jhm","07/09/02 11:40:07","jhm","07/09/02 11:40:44"
"RO/JO/563","JO",563,"C/EGD/2158","Paper","jhm","07/09/02 11:40:21","jhm","07/09/02 11:40:22"
"RO/JO/564","JO",564,"C/EGD/2158","Thread","jhm","07/09/02 11:40:23","jhm","11/13/02 12:31:26"
"RO/JO/565","JO",565,"C/EGD/2158","Cloth","jhm","07/09/02 11:40:49","jhm","07/09/02 11:40:50"
"RO/JO/566","JO",566,"C/EGD/2158","Water","jhm","07/09/02 11:40:59","jhm","07/09/02 11:41:02"
"RO/JO/567","JO",567,"C/EGD/2158","Bone","jhm","07/09/02 11:41:04","jhm","07/09/02 11:41:25"
"RO/JO/568","JO",568,"C/EGD/2158","Wax","jhm","07/09/02 11:41:28","jhm","11/13/02 12:32:48"
"RO/JO/569","JO",569,"C/JO/3096","Ring","jhm","07/09/02 15:04:18","jhm","07/09/02 15:04:23"
"RO/JO/57","JO",57,"C/EGD/1770","Tether","jhm","08/16/01 09:34:59","jhm","08/16/01 09:35:03"
"RO/JO/570","JO",570,"C/EGD/1746","Pin","jhm","07/10/02 13:10:58","jhm","07/10/02 13:10:59"
"RO/JO/571","JO",571,"C/EGD/1747","Pin","jhm","07/10/02 13:21:09","jhm","07/10/02 13:21:10"
"RO/JO/572","JO",572,"C/EGD/1748","Pin","jhm","07/10/02 13:35:17","jhm","07/10/02 13:35:19"
"RO/JO/573","JO",573,"C/EGD/2158","Coal","jhm","07/11/02 09:14:03","jhm","07/11/02 09:14:05"
"RO/JO/574","JO",574,"C/EGD/2157","Spindle","jhm","07/11/02 09:17:09","jhm","07/11/02 09:17:19"
"RO/JO/575","JO",575,"C/EGD/2157","Rok(distaff)","jhm","07/11/02 09:20:36","jhm","07/11/02 09:20:46"
"RO/JO/576","JO",576,"C/JO/3107","Stones","jhm","07/18/02 08:59:32","jhm","07/18/02 08:59:34"
"RO/JO/578","JO",578,"C/JO/3107","Water","jhm","07/18/02 09:04:31","jhm","07/18/02 09:04:32"
"RO/JO/579","JO",579,"C/JO/3108","Thread","jhm","07/18/02 09:36:10","jhm","11/13/02 12:44:30"
"RO/JO/58","JO",58,"C/EGD/1770","Water","jhm","08/16/01 09:48:13","jhm","08/16/01 09:48:30"
"RO/JO/580","JO",580,"C/JO/3108","Cloth","jhm","07/18/02 09:36:14","jhm","07/18/02 09:36:15"
"RO/JO/581","JO",581,"C/JO/3108","Coal","jhm","07/18/02 09:36:48","jhm","07/18/02 09:36:49"
"RO/JO/582","JO",582,"C/JO/3095","Hair","jhm","07/18/02 09:55:55","jhm","11/13/02 13:42:30"
"RO/JO/583","JO",583,"C/JO/3095","Nail trimmings","jhm","07/18/02 09:58:37","jhm","07/18/02 09:58:43"
"RO/JO/584","JO",584,"C/JO/3093","Stones","jhm","07/18/02 10:25:17","jhm","07/18/02 10:25:18"
"RO/JO/585","JO",585,"C/JO/3093","Water","jhm","07/18/02 10:25:18","jhm","07/18/02 10:25:19"
"RO/JO/586","JO",586,"C/JO/3093","Shears","jhm","07/18/02 10:26:48","jhm","07/18/02 10:26:53"
"RO/JO/59","JO",59,"C/EGD/1770","Animal dung","jhm","08/16/01 09:48:33","jhm","08/16/01 09:56:05"
"RO/JO/597","JO",597,"C/EGD/2394","Sieve","jhm","07/22/02 12:17:24","jhm","07/22/02 12:17:40"
"RO/JO/598","JO",598,"C/EGD/2401","Sieve","jhm","07/22/02 12:23:03","jhm","07/22/02 12:23:04"
"RO/JO/599","JO",599,"C/EGD/1545","Sieve","jhm","07/22/02 12:30:03","jhm","07/22/02 12:30:04"
"RO/JO/60","JO",60,"C/EGD/1749","Wax/clay images","jhm","08/16/01 16:22:20","jhm","08/16/01 16:22:33"
"RO/JO/600","JO",600,"C/EGD/2400","Sieve","jhm","07/22/02 12:34:57","jhm","07/22/02 12:34:58"
"RO/JO/609","JO",609,"C/EGD/831","Water","jhm","08/02/02 15:30:04","jhm","08/02/02 15:30:05"
"RO/JO/61","JO",61,"C/EGD/1749","Fire","jhm","08/16/01 16:22:39","jhm","08/16/01 16:22:40"
"RO/JO/610","JO",610,"C/EGD/831","Coal","jhm","08/02/02 15:30:06","jhm","08/02/02 15:30:06"
"RO/JO/62","JO",62,"C/EGD/1747","Wax/clay images","jhm","08/17/01 09:46:57","jhm","08/17/01 09:47:00"
"RO/JO/63","JO",63,"C/EGD/1747","Fire","jhm","08/17/01 09:47:01","jhm","08/17/01 09:47:12"
"RO/JO/635","JO",635,"C/EGD/1533","Water","jhm","08/27/02 09:46:40","jhm","08/27/02 09:46:40"
"RO/JO/636","JO",636,"C/EGD/1533","Cloth","jhm","08/27/02 09:46:44","jhm","08/27/02 09:46:53"
"RO/JO/637","JO",637,"C/EGD/1533","Herb","jhm","08/27/02 09:46:53","jhm","08/27/02 09:46:55"
"RO/JO/638","JO",638,"C/JO/3248","Herb","jhm","08/28/02 10:02:51","jhm","08/28/02 10:02:51"
"RO/JO/639","JO",639,"C/JO/3248","Butter","jhm","08/28/02 10:22:41","jhm","08/28/02 10:25:42"
"RO/JO/64","JO",64,"C/EGD/1748","Wax/clay images","jhm","08/17/01 09:49:10","jhm","08/17/01 09:49:12"
"RO/JO/640","JO",640,"C/JO/3248","Curch","jhm","08/28/02 10:25:53","jhm","08/28/02 10:26:00"
"RO/JO/641","JO",641,"C/EGD/1888","Salt","jhm","09/04/02 10:00:46","jhm","09/04/02 10:00:47"
"RO/JO/642","JO",642,"C/EGD/1888","Wheat","jhm","09/04/02 10:00:48","jhm","09/04/02 10:00:52"
"RO/JO/643","JO",643,"C/EGD/1889","Salt","jhm","09/04/02 10:06:13","jhm","09/04/02 10:06:13"
"RO/JO/644","JO",644,"C/EGD/1889","Wheat","jhm","09/04/02 10:08:38","jhm","09/04/02 10:08:42"
"RO/JO/646","JO",646,"C/EGD/1241","Stones","jhm","10/03/02 10:28:01","jhm","10/03/02 10:28:03"
"RO/JO/648","JO",648,"C/EGD/1323","Water","jhm","10/03/02 14:38:53","jhm","10/03/02 14:38:54"
"RO/JO/649","JO",649,"C/EGD/1339","Clay","jhm","10/03/02 15:27:09","jhm","11/13/02 12:26:47"
"RO/JO/65","JO",65,"C/EGD/1748","Fire","jhm","08/17/01 09:49:13","jhm","08/17/01 09:49:13"
"RO/JO/650","JO",650,"C/EGD/136","Wood","jhm","10/03/02 16:00:15","jhm","10/03/02 16:00:27"
"RO/JO/651","JO",651,"C/EGD/136","Butter","jhm","10/03/02 16:00:44","jhm","10/03/02 16:00:45"
"RO/JO/654","JO",654,"C/EGD/148","Drink","jhm","10/08/02 11:22:11","jhm","10/08/02 11:22:13"
"RO/JO/657","JO",657,"C/EGD/1770","Egg","jhm","10/22/02 10:14:04","jhm","10/22/02 10:14:05"
"RO/JO/658","JO",658,"C/EGD/1770","Onion","jhm","10/22/02 10:14:16","jhm","10/22/02 10:14:39"
"RO/JO/659","JO",659,"C/EGD/1770","Salt","jhm","10/22/02 10:15:17","jhm","10/22/02 10:15:18"
"RO/JO/66","JO",66,"C/EGD/1746","Wax/clay images","jhm","08/17/01 09:52:30","jhm","08/17/01 09:52:33"
"RO/JO/660","JO",660,"C/EGD/1774","Hair","jhm","10/22/02 10:25:59","jhm","11/13/02 13:42:49"
"RO/JO/661","JO",661,"C/EGD/1774","Bone","jhm","10/22/02 10:26:10","jhm","10/22/02 10:26:12"
"RO/JO/662","JO",662,"C/EGD/1778","Bone","jhm","10/22/02 10:35:43","jhm","10/22/02 10:35:45"
"RO/JO/663","JO",663,"C/EGD/1848","Grass","jhm","10/22/02 14:16:54","jhm","10/22/02 14:16:58"
"RO/JO/664","JO",664,"C/EGD/213","Water","jhm","10/24/02 10:10:22","jhm","10/24/02 10:10:22"
"RO/JO/665","JO",665,"C/EGD/2158","Bridle/collar","jhm","10/24/02 11:23:38","jhm","10/24/02 11:23:49"
"RO/JO/666","JO",666,"C/EGD/2208","Water","jhm","10/24/02 14:23:31","jhm","10/24/02 14:23:31"
"RO/JO/667","JO",667,"C/EGD/2208","Knife","jhm","10/24/02 14:23:42","jhm","10/24/02 14:23:44"
"RO/JO/668","JO",668,"C/EGD/2219","Bone","jhm","10/24/02 14:51:21","jhm","10/24/02 14:51:24"
"RO/JO/669","JO",669,"C/EGD/2245","Fire","jhm","10/24/02 15:37:00","jhm","10/24/02 15:37:00"
"RO/JO/67","JO",67,"C/EGD/1746","Fire","jhm","08/17/01 09:52:34","jhm","08/17/01 09:52:34"
"RO/JO/670","JO",670,"C/EGD/230","Shears","jhm","10/25/02 16:32:52","jhm","10/25/02 16:32:55"
"RO/JO/671","JO",671,"C/EGD/2425","Fire","jhm","10/29/02 11:20:03","jhm","10/29/02 11:20:05"
"RO/JO/672","JO",672,"C/EGD/2426","Fire","jhm","10/29/02 11:22:23","jhm","10/29/02 11:22:24"
"RO/JO/673","JO",673,"C/EGD/2426","Cloth","jhm","10/29/02 11:22:45","jhm","10/29/02 11:22:50"
"RO/JO/674","JO",674,"C/EGD/2427","Fire","jhm","10/29/02 11:23:28","jhm","10/29/02 11:23:28"
"RO/JO/675","JO",675,"C/EGD/2427","Cloth","jhm","10/29/02 11:23:30","jhm","10/29/02 11:23:42"
"RO/JO/676","JO",676,"C/EGD/2425","Cloth","jhm","10/29/02 11:27:00","jhm","10/29/02 11:27:02"
"RO/JO/677","JO",677,"C/EGD/2453","Belt","jhm","10/29/02 12:36:14","jhm","10/29/02 12:36:15"
"RO/JO/678","JO",678,"C/EGD/2453","Wheat","jhm","10/29/02 12:36:18","jhm","10/29/02 12:36:19"
"RO/JO/679","JO",679,"C/EGD/2453","Coin","jhm","10/29/02 12:36:24","jhm","10/29/02 12:36:26"
"RO/JO/68","JO",68,"C/EGD/1745","Wax/clay images","jhm","08/17/01 10:00:54","jhm","08/17/01 10:00:57"
"RO/JO/680","JO",680,"C/EGD/33","Sieve","jhm","11/04/02 17:06:28","jhm","11/04/02 17:06:34"
"RO/JO/681","JO",681,"C/EGD/401","Flesh","jhm","11/06/02 13:00:51","jhm","11/06/02 13:00:53"
"RO/JO/682","JO",682,"C/EGD/434","Flesh","jhm","11/06/02 15:59:35","jhm","11/06/02 15:59:37"
"RO/JO/69","JO",69,"C/EGD/1745","Fire","jhm","08/17/01 10:00:58","jhm","08/17/01 10:00:59"
"RO/JO/70","JO",70,"C/JO/2881","Hen","jhm","09/06/01 12:42:30","jhm","09/06/01 12:42:39"
"RO/JO/71","JO",71,"C/JO/2881","Feathers","jhm","09/06/01 12:42:50","jhm","09/06/01 12:43:01"
"RO/JO/72","JO",72,"C/JO/2881","Blood (animal)","jhm","09/06/01 12:43:02","jhm","09/06/01 12:43:07"
"RO/JO/73","JO",73,"C/JO/2882","Water","jhm","09/07/01 12:34:27","jhm","09/07/01 12:36:11"
"RO/JO/87","JO",87,"C/EGD/2410","Belt","jhm","10/03/01 10:14:02","jhm","10/03/01 10:14:07"
"RO/LA/1","LA",1,"C/EGD/160","Yarn","LEM","05/17/01 10:53:39","LEM","05/17/01 10:53:42"
"RO/LA/10","LA",10,"C/EGD/166","Baton","LEM","05/21/01 11:26:27","LEM","05/21/01 11:26:29"
"RO/LA/101","LA",101,"C/EGD/141","Flesh","LEM","10/01/01 12:44:10","LEM","10/01/01 12:44:14"
"RO/LA/102","LA",102,"C/EGD/142","Herb","LEM","10/01/01 13:34:10","LEM","10/01/01 13:34:13"
"RO/LA/103","LA",103,"C/EGD/142","Salt","LEM","10/01/01 13:35:19","LEM","10/01/01 13:36:12"
"RO/LA/104","LA",104,"C/EGD/142","Branch","LEM","10/01/01 13:36:17","LEM","10/01/01 13:36:19"
"RO/LA/105","LA",105,"C/EGD/142","Water","LEM","10/01/01 13:36:58","LEM","10/01/01 13:37:00"
"RO/LA/106","LA",106,"C/EGD/142","Shirt","LEM","10/01/01 13:37:22","LEM","10/01/01 13:37:23"
"RO/LA/107","LA",107,"C/EGD/935","Water","LEM","10/01/01 13:54:01","LEM","10/01/01 13:54:02"
"RO/LA/108","LA",108,"C/EGD/935","Shirt","LEM","10/01/01 13:54:43","LEM","10/01/01 13:55:19"
"RO/LA/109","LA",109,"C/EGD/935","Bannock","LEM","10/01/01 14:02:37","LEM","10/01/01 14:02:39"
"RO/LA/11","LA",11,"C/EGD/166","Thread","LEM","05/21/01 11:28:36","LEM","05/21/01 11:34:24"
"RO/LA/110","LA",110,"C/EGD/147","Pot","LEM","10/01/01 15:25:15","LEM","10/01/01 15:25:17"
"RO/LA/114","LA",114,"C/EGD/137","Water","LEM","10/03/01 09:40:29","LEM","10/03/01 09:40:30"
"RO/LA/115","LA",115,"C/EGD/137","Flesh","LEM","10/03/01 09:41:31","LEM","10/03/01 09:41:32"
"RO/LA/116","LA",116,"C/EGD/137","Wax/clay images","LEM","10/03/01 09:42:34","LEM","10/03/01 09:42:37"
"RO/LA/12","LA",12,"C/EGD/166","Corn","LEM","05/21/01 11:37:30","LEM","05/21/01 11:37:38"
"RO/LA/121","LA",121,"C/EGD/132","Thread","LEM","10/03/01 10:06:56","jhm","11/13/02 12:45:56"
"RO/LA/122","LA",122,"C/EGD/132","Hair","LEM","10/03/01 10:06:58","jhm","11/13/02 12:46:51"
"RO/LA/123","LA",123,"C/EGD/132","Nail trimmings","LEM","10/03/01 10:07:03","LEM","10/03/01 10:07:05"
"RO/LA/124","LA",124,"C/EGD/133","Plant","LEM","10/03/01 10:12:14","jhm","11/13/02 12:29:40"
"RO/LA/125","LA",125,"C/EGD/133","Herb","LEM","10/03/01 10:12:20","LEM","10/03/01 10:12:21"
"RO/LA/126","LA",126,"C/EGD/133","Shirt","LEM","10/03/01 10:14:35","LEM","10/03/01 10:14:37"
"RO/LA/127","LA",127,"C/EGD/133","Blood (animal)","LEM","10/03/01 10:14:37","LEM","10/03/01 10:14:38"
"RO/LA/128","LA",128,"C/EGD/133","Bannock","LEM","10/03/01 10:14:41","LEM","10/03/01 10:14:43"
"RO/LA/129","LA",129,"C/EGD/131","Shirt","LEM","10/03/01 10:18:17","LEM","10/03/01 10:18:19"
"RO/LA/13","LA",13,"C/EGD/169","Shirt","LEM","05/21/01 14:11:22","LEM","05/21/01 14:11:25"
"RO/LA/130","LA",130,"C/EGD/131","Water","LEM","10/03/01 10:18:19","LEM","10/03/01 10:18:20"
"RO/LA/131","LA",131,"C/EGD/131","Iron (hot)","LEM","10/03/01 10:19:01","LEM","10/03/01 10:19:14"
"RO/LA/132","LA",132,"C/EGD/131","Branch","LEM","10/03/01 10:19:52","LEM","10/03/01 10:19:54"
"RO/LA/134","LA",134,"C/EGD/132","Herb","LEM","10/03/01 10:31:41","LEM","10/03/01 10:31:42"
"RO/LA/135","LA",135,"C/EGD/133","Metal","LEM","10/03/01 10:34:33","LEM","10/03/01 10:34:37"
"RO/LA/136","LA",136,"C/EGD/136","Plant","LEM","10/03/01 10:37:42","jhm","11/13/02 12:30:35"
"RO/LA/137","LA",137,"C/EGD/136","Salt","LEM","10/03/01 10:38:42","LEM","10/03/01 10:38:42"
"RO/LA/138","LA",138,"C/EGD/136","Water","LEM","10/03/01 10:38:43","LEM","10/03/01 10:38:44"
"RO/LA/139","LA",139,"C/EGD/136","Cat","LEM","10/03/01 10:39:47","LEM","10/03/01 10:39:49"
"RO/LA/14","LA",14,"C/EGD/169","Water","LEM","05/21/01 14:11:27","LEM","05/21/01 14:11:29"
"RO/LA/140","LA",140,"C/EGD/39","Wax/clay images","LEM","10/08/01 11:40:24","LEM","10/08/01 11:40:27"
"RO/LA/141","LA",141,"C/EGD/45","Wax/clay images","LEM","10/08/01 11:41:54","LEM","10/08/01 11:41:56"
"RO/LA/142","LA",142,"C/EGD/46","Wax/clay images","LEM","10/08/01 12:03:03","LEM","10/08/01 12:03:05"
"RO/LA/144","LA",144,"C/EGD/40","Hair","LEM","10/08/01 12:58:17","jhm","11/13/02 13:43:10"
"RO/LA/145","LA",145,"C/EGD/40","Nail trimmings","LEM","10/08/01 12:58:18","LEM","10/08/01 12:58:20"
"RO/LA/15","LA",15,"C/EGD/169","Bird (dead)","LEM","05/21/01 14:11:32","LEM","05/21/01 14:11:40"
"RO/LA/152","LA",152,"C/EGD/41","Water","LEM","10/08/01 13:08:25","LEM","10/08/01 13:08:48"
"RO/LA/153","LA",153,"C/EGD/59","Cat","LEM","10/09/01 09:37:39","LEM","10/09/01 09:37:42"
"RO/LA/154","LA",154,"C/EGD/59","Corpse","LEM","10/09/01 09:39:42","LEM","10/09/01 09:39:48"
"RO/LA/155","LA",155,"C/EGD/59","Mole's feet","LEM","10/09/01 09:45:04","LEM","10/09/01 09:45:08"
"RO/LA/158","LA",158,"C/EGD/63","Shirt","LEM","10/09/01 10:32:36","LEM","10/09/01 10:32:39"
"RO/LA/159","LA",159,"C/EGD/63","Cat","LEM","10/09/01 11:48:53","LEM","10/09/01 11:48:54"
"RO/LA/16","LA",16,"C/EGD/169","Hand (dead)","LEM","05/21/01 14:13:41","LEM","05/21/01 14:14:51"
"RO/LA/160","LA",160,"C/EGD/63","Corpse","LEM","10/09/01 11:48:59","LEM","10/09/01 11:49:06"
"RO/LA/161","LA",161,"C/EGD/63","Wax/clay images","LEM","10/09/01 11:51:19","LEM","10/09/01 11:51:22"
"RO/LA/162","LA",162,"C/EGD/63","Corpse powder","LEM","10/09/01 11:53:31","LEM","10/09/01 11:53:35"
"RO/LA/163","LA",163,"C/EGD/63","Salt","LEM","10/09/01 12:02:33","LEM","10/09/01 12:02:35"
"RO/LA/164","LA",164,"C/EGD/63","Thread","LEM","10/09/01 12:02:37","jhm","11/13/02 12:47:55"
"RO/LA/165","LA",165,"C/EGD/63","Glass","LEM","10/09/01 12:02:47","LEM","10/09/01 12:02:49"
"RO/LA/17","LA",17,"C/EGD/170","Water","LEM","05/21/01 15:01:52","LEM","05/21/01 15:01:54"
"RO/LA/18","LA",18,"C/EGD/170","Salt","LEM","05/21/01 15:02:05","LEM","05/21/01 15:02:06"
"RO/LA/19","LA",19,"C/EGD/172","Jewel","LEM","05/21/01 15:51:59","LEM","05/21/01 15:52:03"
"RO/LA/2","LA",2,"C/EGD/160","Cat","LEM","05/17/01 10:53:45","LEM","05/17/01 10:53:46"
"RO/LA/20","LA",20,"C/EGD/179","Water","LEM","05/21/01 16:35:48","LEM","05/21/01 16:35:50"
"RO/LA/21","LA",21,"C/EGD/179","Stones","LEM","05/21/01 16:38:50","LEM","05/21/01 16:38:52"
"RO/LA/22","LA",22,"C/EGD/179","Branch","LEM","05/21/01 16:39:09","LEM","05/21/01 16:39:12"
"RO/LA/23","LA",23,"C/EGD/179","Elfshot","LEM","05/21/01 16:40:59","jhm","02/28/02 15:14:28"
"RO/LA/236","LA",236,"C/EGD/120","Glass","LEM","10/10/01 09:12:37","LEM","10/10/01 09:12:38"
"RO/LA/237","LA",237,"C/EGD/120","Thread","LEM","10/10/01 09:12:40","jhm","11/13/02 12:48:15"
"RO/LA/238","LA",238,"C/EGD/120","Salt","LEM","10/10/01 09:12:44","LEM","10/10/01 09:12:45"
"RO/LA/239","LA",239,"C/EGD/120","Corpse","LEM","10/10/01 09:12:46","LEM","10/10/01 09:12:49"
"RO/LA/24","LA",24,"C/EGD/179","Wort","LEM","05/21/01 16:45:15","LEM","05/21/01 16:45:16"
