DemonicRef,DemonicSystemId,DemonicID,CaseRef,Demonic_Type,Demonic_Text,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"DP/JO/293","JO",293,"C/EGD/2444","Anti-baptism",,"jhm","08/02/01 15:49:38","jhm","08/02/01 15:49:39"
"DP/JO/294","JO",294,"C/EGD/2444","Paction",,"jhm","08/02/01 15:49:44","jhm","08/02/01 15:49:45"
"DP/JO/295","JO",295,"C/EGD/1770","Devil's Mark","shoulder","jhm","08/16/01 10:16:45","jhm","08/16/01 10:17:01"
"DP/JO/296","JO",296,"C/EGD/1770","Anti-baptism",,"jhm","08/16/01 10:22:14","jhm","08/16/01 10:22:18"
"DP/JO/297","JO",297,"C/EGD/1757","Devil's Mark",,"jhm","08/17/01 12:06:25","jhm","08/17/01 12:06:28"
"DP/JO/298","JO",298,"C/EGD/1758","Devil's Mark",,"jhm","08/17/01 12:22:23","jhm","08/17/01 12:22:24"
"DP/JO/299","JO",299,"C/EGD/1759","Devil's Mark",,"jhm","08/17/01 12:34:20","jhm","08/17/01 12:34:22"
"DP/JO/30","JO",30,"C/EGD/1324","New name","Lisbie","jhm","06/13/01 12:40:35","jhm","06/13/01 12:41:13"
"DP/JO/300","JO",300,"C/EGD/1756","Devil's Mark",,"jhm","08/17/01 12:41:09","jhm","08/17/01 12:41:10"
"DP/JO/301","JO",301,"C/JO/2883","Devil's Mark","nip on right cheek below ear","jhm","09/07/01 12:57:45","jhm","09/07/01 12:58:02"
"DP/JO/302","JO",302,"C/JO/2883","Head and foot",,"jhm","09/07/01 12:58:07","jhm","09/07/01 12:58:07"
"DP/JO/303","JO",303,"C/JO/2883","Body and soul",,"jhm","09/07/01 12:58:31","jhm","09/07/01 12:58:33"
"DP/JO/304","JO",304,"C/JO/2882","Anti-baptism",,"jhm","09/07/01 13:17:27","jhm","09/07/01 13:17:35"
"DP/JO/305","JO",305,"C/JO/2882","Devil's Mark","on mouth","jhm","09/07/01 13:17:57","jhm","09/07/01 13:18:12"
"DP/JO/31","JO",31,"C/EGD/1324","Sex","with a rough (ruch) man all black","jhm","06/13/01 12:42:12","jhm","06/13/01 12:44:59"
"DP/JO/32","JO",32,"C/EGD/1323","Sex",,"jhm","06/13/01 13:16:01","jhm","06/13/01 13:16:03"
"DP/JO/33","JO",33,"C/EGD/1323","Anti-baptism",,"jhm","06/13/01 13:16:10","jhm","06/13/01 13:16:11"
"DP/JO/34","JO",34,"C/EGD/1323","Servant",,"jhm","06/13/01 13:16:14","jhm","06/13/01 13:16:27"
"DP/JO/35","JO",35,"C/EGD/1323","New name","Margaret","jhm","06/13/01 13:16:29","jhm","06/13/01 13:16:34"
"DP/JO/36","JO",36,"C/EGD/1323","Devil's Mark","nip under right arm","jhm","06/13/01 13:16:41","jhm","06/13/01 13:17:01"
"DP/JO/369","JO",369,"C/EGD/1924","Paction",,"jhm","09/25/01 09:58:13","jhm","09/25/01 09:58:15"
"DP/JO/370","JO",370,"C/EGD/1924","Possession",,"jhm","09/25/01 10:00:38","jhm","09/25/01 10:00:40"
"DP/JO/371","JO",371,"C/EGD/1367","Anti-baptism",,"jhm","10/19/01 10:32:44","jhm","10/19/01 10:32:46"
"DP/JO/372","JO",372,"C/EGD/1367","Body and soul",,"jhm","10/19/01 10:32:47","jhm","10/19/01 10:32:48"
"DP/JO/373","JO",373,"C/EGD/1367","Head and foot",,"jhm","10/19/01 10:32:51","jhm","10/19/01 10:32:56"
"DP/JO/374","JO",374,"C/EGD/1367","Servant",,"jhm","10/19/01 10:33:03","jhm","10/19/01 10:33:16"
"DP/JO/375","JO",375,"C/EGD/1368","Anti-baptism",,"jhm","10/19/01 10:55:05","jhm","10/19/01 10:55:06"
"DP/JO/376","JO",376,"C/EGD/1368","Body and soul",,"jhm","10/19/01 10:55:16","jhm","10/19/01 10:55:18"
"DP/JO/377","JO",377,"C/EGD/1368","Head and foot",,"jhm","10/19/01 10:55:23","jhm","10/19/01 10:55:24"
"DP/JO/378","JO",378,"C/EGD/1368","New name","Katharine","jhm","10/19/01 10:55:32","jhm","10/19/01 10:55:55"
"DP/JO/379","JO",379,"C/EGD/1375","Anti-baptism",,"jhm","10/19/01 12:05:19","jhm","10/19/01 12:05:19"
"DP/JO/380","JO",380,"C/EGD/1375","Head and foot",,"jhm","10/19/01 12:05:25","jhm","10/19/01 12:05:26"
"DP/JO/381","JO",381,"C/EGD/1375","Body and soul",,"jhm","10/19/01 12:05:27","jhm","10/19/01 12:05:27"
"DP/JO/382","JO",382,"C/EGD/1375","New name","Elisabeth","jhm","10/19/01 12:05:29","jhm","10/19/01 12:05:37"
"DP/JO/383","JO",383,"C/EGD/1375","Sex","nature cold","jhm","10/19/01 12:05:42","jhm","10/19/01 12:05:47"
"DP/JO/384","JO",384,"C/EGD/1375","Servant",,"jhm","10/19/01 12:05:48","jhm","10/19/01 12:05:53"
"DP/JO/385","JO",385,"C/EGD/1372","Servant",,"jhm","10/19/01 12:20:30","jhm","10/19/01 12:20:31"
"DP/JO/386","JO",386,"C/EGD/1372","Head and foot",,"jhm","10/19/01 12:20:36","jhm","10/19/01 12:20:37"
"DP/JO/387","JO",387,"C/EGD/1372","Body and soul",,"jhm","10/19/01 12:20:38","jhm","10/19/01 12:20:39"
"DP/JO/388","JO",388,"C/EGD/1372","New name","Madge","jhm","10/19/01 12:20:41","jhm","10/19/01 12:20:56"
"DP/JO/389","JO",389,"C/EGD/1373","Servant",,"jhm","10/19/01 12:38:41","jhm","10/19/01 12:38:42"
"DP/JO/390","JO",390,"C/EGD/1373","Anti-baptism",,"jhm","10/19/01 12:38:47","jhm","10/19/01 12:38:48"
"DP/JO/391","JO",391,"C/EGD/1373","Head and foot",,"jhm","10/19/01 12:38:51","jhm","10/19/01 12:38:52"
"DP/JO/392","JO",392,"C/EGD/1373","Want nothing",,"jhm","10/19/01 12:38:59","jhm","10/19/01 12:39:03"
"DP/JO/393","JO",393,"C/EGD/1373","Sex","cold nature","jhm","10/19/01 12:39:32","jhm","10/19/01 12:41:00"
"DP/JO/394","JO",394,"C/EGD/1373","New name","Magie","jhm","10/19/01 12:39:44","jhm","10/19/01 12:39:59"
"DP/JO/395","JO",395,"C/JO/2905","Anti-baptism",,"jhm","10/19/01 12:59:41","jhm","10/19/01 12:59:41"
"DP/JO/396","JO",396,"C/JO/2905","Body and soul",,"jhm","10/19/01 12:59:44","jhm","10/19/01 12:59:45"
"DP/JO/397","JO",397,"C/JO/2905","Head and foot",,"jhm","10/19/01 12:59:46","jhm","10/19/01 12:59:47"
"DP/JO/398","JO",398,"C/JO/2905","Sex","nature cold","jhm","10/19/01 12:59:49","jhm","10/19/01 13:00:02"
"DP/JO/399","JO",399,"C/JO/2905","Servant",,"jhm","10/19/01 13:00:03","jhm","10/19/01 13:00:04"
"DP/JO/400","JO",400,"C/EGD/1374","Anti-baptism",,"jhm","10/19/01 13:08:34","jhm","10/19/01 13:08:35"
"DP/JO/401","JO",401,"C/EGD/1374","Head and foot",,"jhm","10/19/01 13:08:37","jhm","10/19/01 13:08:38"
"DP/JO/402","JO",402,"C/EGD/1374","Body and soul",,"jhm","10/19/01 13:08:40","jhm","10/19/01 13:08:52"
"DP/JO/403","JO",403,"C/EGD/1374","Sex","nature cold","jhm","10/19/01 13:08:42","jhm","10/19/01 13:08:59"
"DP/JO/404","JO",404,"C/EGD/1374","Servant",,"jhm","10/19/01 13:09:01","jhm","10/19/01 13:09:02"
"DP/JO/405","JO",405,"C/EGD/1374","New name","Jonet","jhm","10/19/01 13:09:04","jhm","10/19/01 13:09:14"
"DP/JO/406","JO",406,"C/EGD/2453","Sex",,"jhm","10/23/01 11:04:04","jhm","10/23/01 11:04:08"
"DP/JO/407","JO",407,"C/EGD/2453","Tacit pact",,"jhm","10/23/01 11:58:34","jhm","10/23/01 11:58:50"
"DP/JO/412","JO",412,"C/EGD/1310","Servant",,"jhm","11/23/01 15:56:29","jhm","11/23/01 15:56:30"
"DP/JO/413","JO",413,"C/EGD/1310","Devil's Mark",,"jhm","11/23/01 15:56:35","jhm","11/23/01 15:56:42"
"DP/JO/414","JO",414,"C/EGD/1818","Servant",,"jhm","11/27/01 13:45:53","jhm","11/27/01 13:45:53"
"DP/JO/415","JO",415,"C/EGD/1818","Devil's Mark","on shoulder","jhm","11/27/01 13:45:58","jhm","11/27/01 13:52:25"
"DP/JO/416","JO",416,"C/JO/2936","Anti-baptism",,"jhm","12/05/01 13:39:47","jhm","12/05/01 13:39:48"
"DP/JO/417","JO",417,"C/JO/2936","Devil's Mark",,"jhm","12/05/01 13:39:51","jhm","12/05/01 13:39:52"
"DP/JO/418","JO",418,"C/JO/2936","Paction",,"jhm","12/05/01 13:39:56","jhm","12/05/01 13:40:05"
"DP/JO/42","JO",42,"C/EGD/604","New name","Mary Lykeas","jhm","06/27/01 12:12:10","jhm","06/27/01 12:12:24"
"DP/JO/428","JO",428,"C/JO/2861","Anti-baptism",,"jhm","01/14/02 09:15:16","jhm","01/14/02 09:15:33"
"DP/JO/429","JO",429,"C/EGD/1866","Anti-baptism",,"jhm","01/16/02 15:19:25","jhm","01/16/02 15:19:27"
"DP/JO/43","JO",43,"C/EGD/604","Anti-baptism",,"jhm","06/27/01 12:12:26","jhm","06/27/01 12:12:32"
"DP/JO/430","JO",430,"C/EGD/1866","Servant",,"jhm","01/16/02 15:19:33","jhm","01/16/02 15:19:42"
"DP/JO/431","JO",431,"C/JO/2954","Anti-baptism",,"jhm","01/16/02 15:36:42","jhm","01/16/02 15:36:43"
"DP/JO/432","JO",432,"C/JO/2954","Servant",,"jhm","01/16/02 15:36:45","jhm","01/16/02 15:36:46"
"DP/JO/433","JO",433,"C/JO/2955","Anti-baptism",,"jhm","01/16/02 15:42:11","jhm","01/16/02 15:42:12"
"DP/JO/434","JO",434,"C/JO/2955","Servant",,"jhm","01/16/02 15:42:13","jhm","01/16/02 15:42:14"
"DP/JO/435","JO",435,"C/EGD/2260","Body and soul",,"jhm","01/23/02 11:30:51","jhm","01/23/02 11:30:59"
"DP/JO/436","JO",436,"C/EGD/2260","Paction",,"jhm","01/23/02 11:31:02","jhm","01/23/02 11:31:07"
"DP/JO/44","JO",44,"C/EGD/604","Want nothing",,"jhm","06/27/01 12:12:37","jhm","06/27/01 12:12:49"
"DP/JO/449","JO",449,"C/EGD/2387","Anti-baptism",,"jhm","02/07/02 10:25:01","jhm","02/07/02 10:25:02"
"DP/JO/450","JO",450,"C/EGD/2387","Devil's Mark","neck","jhm","02/07/02 10:25:03","jhm","02/07/02 10:29:46"
"DP/JO/451","JO",451,"C/EGD/2387","Sex",,"jhm","02/07/02 10:25:09","jhm","02/07/02 10:25:10"
"DP/JO/452","JO",452,"C/EGD/2387","New name","Nikkie Clark","jhm","02/07/02 10:25:12","jhm","02/07/02 10:25:28"
"DP/JO/453","JO",453,"C/EGD/1856","Anti-baptism",,"jhm","02/07/02 11:19:33","jhm","02/07/02 11:19:33"
"DP/JO/454","JO",454,"C/EGD/1856","New name","Isoble Fairwedder","jhm","02/07/02 11:19:38","jhm","02/07/02 11:19:55"
"DP/JO/455","JO",455,"C/EGD/1848","Anti-baptism",,"jhm","02/07/02 16:01:32","jhm","02/07/02 16:01:33"
"DP/JO/456","JO",456,"C/EGD/1848","New name","Jonat Archibald","jhm","02/07/02 16:01:42","jhm","02/07/02 16:01:54"
"DP/JO/457","JO",457,"C/EGD/1848","Sex",,"jhm","02/07/02 16:01:59","jhm","02/07/02 16:02:05"
"DP/JO/458","JO",458,"C/EGD/1855","Devil's Mark",,"jhm","02/14/02 10:45:31","jhm","02/14/02 10:45:36"
"DP/JO/489","JO",489,"C/JO/2895","Paction",,"jhm","03/04/02 14:09:08","jhm","03/04/02 14:09:09"
"DP/JO/490","JO",490,"C/JO/2895","Anti-baptism",,"jhm","03/04/02 14:09:10","jhm","03/04/02 14:09:17"
"DP/JO/491","JO",491,"C/JO/2894","Paction",,"jhm","03/04/02 14:10:07","jhm","03/04/02 14:10:09"
"DP/JO/492","JO",492,"C/JO/2894","Anti-baptism",,"jhm","03/04/02 14:10:11","jhm","03/04/02 14:10:14"
"DP/JO/495","JO",495,"C/EGD/2172","Devil's Mark","on 3rd finger/ right hand","jhm","05/08/02 16:50:09","jhm","05/08/02 16:50:33"
"DP/JO/496","JO",496,"C/EGD/2172","Kisses Devil's bottom",,"jhm","05/08/02 16:51:00","jhm","05/08/02 16:51:09"
"DP/JO/497","JO",497,"C/EGD/2172","Sex",,"jhm","05/09/02 11:45:26","jhm","05/09/02 11:45:29"
"DP/JO/498","JO",498,"C/EGD/2159","Servant",,"jhm","05/09/02 13:04:14","jhm","05/09/02 13:04:34"
"DP/JO/499","JO",499,"C/EGD/2160","Servant",,"jhm","05/09/02 16:54:37","jhm","05/09/02 16:54:38"
"DP/JO/500","JO",500,"C/EGD/2160","Want nothing",,"jhm","05/09/02 16:54:43","jhm","05/09/02 16:54:44"
"DP/JO/501","JO",501,"C/EGD/2168","Devil's Mark","left ear","jhm","05/13/02 10:32:55","jhm","05/13/02 10:32:59"
"DP/JO/502","JO",502,"C/EGD/2168","Devil's Mark","neck","jhm","05/13/02 10:33:01","jhm","05/13/02 10:33:04"
"DP/JO/503","JO",503,"C/EGD/2163","Tacit pact",,"jhm","05/14/02 16:19:39","jhm","05/14/02 16:21:39"
"DP/JO/504","JO",504,"C/JO/3033","Paction",,"jhm","05/16/02 11:33:11","jhm","05/16/02 11:33:36"
"DP/JO/505","JO",505,"C/EGD/2162","Kisses Devil's bottom",,"jhm","06/03/02 15:27:18","jhm","06/03/02 15:27:21"
"DP/JO/506","JO",506,"C/JO/3033","Servant",,"jhm","06/10/02 17:32:57","jhm","06/10/02 17:32:58"
"DP/JO/507","JO",507,"C/EGD/2130","Servant",,"jhm","06/10/02 18:12:05","jhm","06/10/02 18:12:06"
"DP/JO/508","JO",508,"C/EGD/2130","Devil's Mark","on back of right hand","jhm","06/10/02 18:12:08","jhm","06/10/02 18:12:19"
"DP/JO/509","JO",509,"C/EGD/2130","Want nothing",,"jhm","06/10/02 18:13:51","jhm","06/10/02 18:13:51"
"DP/JO/510","JO",510,"C/EGD/2141","Servant",,"jhm","06/10/02 21:46:48","jhm","06/10/02 21:46:49"
"DP/JO/511","JO",511,"C/EGD/2141","New name","Dame","jhm","06/10/02 21:46:52","jhm","06/10/02 21:46:57"
"DP/JO/512","JO",512,"C/EGD/2141","Sex",,"jhm","06/10/02 21:47:02","jhm","06/10/02 21:47:05"
"DP/JO/513","JO",513,"C/EGD/2141","Want nothing",,"jhm","06/10/02 21:47:21","jhm","06/10/02 21:47:24"
"DP/JO/514","JO",514,"C/EGD/2141","Devil's Mark","at wrist","jhm","06/10/02 21:47:45","jhm","06/10/02 21:48:00"
"DP/JO/515","JO",515,"C/JO/3046","Servant",,"jhm","06/17/02 16:02:48","jhm","06/17/02 16:02:49"
"DP/JO/516","JO",516,"C/EGD/2327","Body and soul",,"jhm","06/19/02 16:03:37","jhm","06/19/02 16:03:40"
"DP/JO/517","JO",517,"C/EGD/2327","Servant",,"jhm","06/19/02 16:03:41","jhm","06/19/02 16:03:42"
"DP/JO/519","JO",519,"C/JO/3059","Servant",,"jhm","06/27/02 14:37:01","jhm","06/27/02 14:37:03"
"DP/JO/520","JO",520,"C/JO/3059","Devil's Mark","on head","jhm","06/27/02 14:37:08","jhm","06/27/02 14:37:12"
"DP/JO/521","JO",521,"C/JO/3059","Devil's Mark","on left middle finger","jhm","06/27/02 14:37:14","jhm","06/27/02 14:37:39"
"DP/JO/522","JO",522,"C/JO/3059","Anti-baptism","asked to renounce god","jhm","06/27/02 14:38:27","jhm","06/27/02 14:38:44"
"DP/JO/523","JO",523,"C/JO/3069","Anti-baptism",,"jhm","07/02/02 09:28:47","jhm","07/02/02 09:28:49"
"DP/JO/524","JO",524,"C/JO/3069","Devil's Mark","behind her ear","jhm","07/02/02 09:28:53","jhm","09/26/02 12:48:09"
"DP/JO/525","JO",525,"C/JO/3070","Sex","Cold as ice","jhm","07/02/02 09:38:49","jhm","09/26/02 12:51:00"
"DP/JO/526","JO",526,"C/JO/3071","Paction","Confessed covenant","jhm","07/02/02 09:48:36","jhm","09/26/02 12:57:12"
"DP/JO/527","JO",527,"C/JO/3071","New name","Jonet Quhyt","jhm","07/02/02 09:49:20","jhm","07/02/02 09:49:34"
"DP/JO/528","JO",528,"C/JO/3071","Sex",,"jhm","07/02/02 09:49:34","jhm","07/02/02 09:49:36"
"DP/JO/530","JO",530,"C/JO/3076","Devil's Mark",,"jhm","07/02/02 10:24:11","jhm","07/02/02 10:24:12"
"DP/JO/531","JO",531,"C/EGD/297","Anti-baptism",,"jhm","07/03/02 16:23:09","jhm","07/03/02 16:23:10"
"DP/JO/532","JO",532,"C/EGD/297","Devil's Mark","eyebrow","jhm","07/03/02 16:23:12","jhm","07/03/02 16:23:15"
"DP/JO/534","JO",534,"C/EGD/297","Sex",,"jhm","07/03/02 16:23:39","jhm","07/03/02 16:23:44"
"DP/JO/535","JO",535,"C/EGD/297","Servant",,"jhm","07/03/02 16:23:47","jhm","07/03/02 16:23:48"
"DP/JO/536","JO",536,"C/EGD/297","Want nothing",,"jhm","07/03/02 16:23:49","jhm","07/03/02 16:23:51"
"DP/JO/537","JO",537,"C/EGD/294","Anti-baptism","renounced baptism on her knees","jhm","07/04/02 11:27:46","jhm","07/04/02 11:28:03"
"DP/JO/538","JO",538,"C/EGD/294","Want nothing",,"jhm","07/04/02 11:28:08","jhm","07/04/02 11:28:15"
"DP/JO/539","JO",539,"C/EGD/294","Devil's Mark","genitals","jhm","07/04/02 11:28:20","jhm","07/04/02 11:28:32"
"DP/JO/540","JO",540,"C/EGD/294","Sex","nature was cold","jhm","07/04/02 11:28:35","jhm","07/04/02 11:28:45"
"DP/JO/541","JO",541,"C/EGD/294","New name","Jonet","jhm","07/04/02 11:52:35","jhm","07/04/02 11:53:03"
"DP/JO/542","JO",542,"C/EGD/291","Tacit pact",,"jhm","07/04/02 14:01:02","jhm","07/04/02 14:01:09"
"DP/JO/543","JO",543,"C/EGD/294","Head and foot",,"jhm","07/04/02 14:16:13","jhm","07/04/02 14:16:14"
"DP/JO/545","JO",545,"C/EGD/2373","Anti-baptism",,"jhm","07/11/02 10:55:34","jhm","07/11/02 10:55:34"
"DP/JO/546","JO",546,"C/EGD/2373","Servant",,"jhm","07/11/02 10:55:42","jhm","07/11/02 10:55:42"
"DP/JO/547","JO",547,"C/EGD/2373","Sex",,"jhm","07/11/02 10:55:43","jhm","07/11/02 10:55:44"
"DP/JO/548","JO",548,"C/EGD/1813","Anti-baptism",,"jhm","07/11/02 12:45:21","jhm","07/11/02 12:45:21"
"DP/JO/549","JO",549,"C/EGD/1813","Servant",,"jhm","07/11/02 12:45:28","jhm","07/11/02 12:45:32"
"DP/JO/550","JO",550,"C/EGD/1813","Sex",,"jhm","07/11/02 12:45:33","jhm","07/11/02 12:45:37"
"DP/JO/551","JO",551,"C/EGD/1813","New name","Cathrin","jhm","07/11/02 12:46:11","jhm","07/11/02 12:46:21"
"DP/JO/552","JO",552,"C/EGD/1813","Want nothing",,"jhm","07/11/02 12:47:17","jhm","07/11/02 12:47:17"
"DP/JO/553","JO",553,"C/EGD/1628","Want nothing",,"jhm","07/11/02 13:42:58","jhm","07/11/02 13:42:59"
"DP/JO/554","JO",554,"C/EGD/1628","Anti-baptism",,"jhm","07/11/02 13:43:02","jhm","07/11/02 13:43:03"
"DP/JO/555","JO",555,"C/EGD/1628","New name","Maide","jhm","07/11/02 13:43:09","jhm","07/11/02 13:43:22"
"DP/JO/556","JO",556,"C/EGD/1628","Devil's Mark","nipped her, very sore","jhm","07/11/02 13:43:24","jhm","07/11/02 13:43:44"
"DP/JO/557","JO",557,"C/EGD/1627","Servant",,"jhm","07/11/02 13:50:07","jhm","07/11/02 13:50:08"
"DP/JO/558","JO",558,"C/EGD/1627","Want nothing","said the devil offered him god","jhm","07/11/02 13:50:12","jhm","07/11/02 13:50:36"
"DP/JO/559","JO",559,"C/EGD/1627","Devil's Mark","nipped on his chest","jhm","07/11/02 13:50:41","jhm","07/11/02 13:50:54"
"DP/JO/560","JO",560,"C/EGD/1627","Head and foot",,"jhm","07/11/02 13:50:54","jhm","07/11/02 13:50:55"
"DP/JO/561","JO",561,"C/EGD/2374","Devil's Mark","searched for mark","jhm","07/11/02 15:07:32","jhm","07/11/02 15:07:41"
"DP/JO/634","JO",634,"C/EGD/831","Anti-baptism",,"jhm","08/02/02 15:29:06","jhm","08/02/02 15:29:07"
"DP/JO/635","JO",635,"C/EGD/2446","Anti-baptism",,"jhm","08/02/02 15:36:44","jhm","08/02/02 15:36:46"
"DP/JO/636","JO",636,"C/EGD/2446","Paction",,"jhm","08/02/02 15:36:52","jhm","08/02/02 15:36:53"
"DP/JO/637","JO",637,"C/EGD/21","Devil's Mark",,"jhm","08/07/02 15:26:37","jhm","08/07/02 15:26:37"
"DP/JO/638","JO",638,"C/EGD/525","Devil's Mark",,"jhm","08/07/02 15:39:01","jhm","08/07/02 15:39:01"
"DP/JO/719","JO",719,"C/EGD/22","Devil's Mark",,"jhm","08/07/02 16:10:28","jhm","08/07/02 16:10:28"
"DP/JO/720","JO",720,"C/EGD/23","Devil's Mark",,"jhm","08/07/02 16:12:50","jhm","08/07/02 16:12:51"
"DP/JO/721","JO",721,"C/EGD/500","Devil's Mark",,"jhm","08/07/02 16:21:34","jhm","08/07/02 16:21:35"
"DP/JO/722","JO",722,"C/EGD/521","Paction",,"jhm","08/09/02 12:08:58","jhm","08/09/02 12:08:58"
"DP/JO/723","JO",723,"C/EGD/521","Anti-baptism",,"jhm","08/09/02 12:09:02","jhm","08/09/02 12:09:03"
"DP/JO/724","JO",724,"C/JO/3227","Paction",,"jhm","08/09/02 12:32:22","jhm","08/09/02 12:32:23"
"DP/JO/725","JO",725,"C/JO/3227","Anti-baptism",,"jhm","08/09/02 12:32:23","jhm","08/09/02 12:32:24"
"DP/JO/735","JO",735,"C/EGD/1326","Devil's Mark","left shoulder","jhm","08/26/02 15:24:09","jhm","08/26/02 15:24:23"
"DP/JO/736","JO",736,"C/EGD/1328","Devil's Mark","left back, under shoulder","jhm","08/26/02 15:33:29","jhm","08/26/02 15:34:34"
"DP/JO/737","JO",737,"C/EGD/1533","New name","Jonat","jhm","08/27/02 09:31:07","jhm","08/27/02 09:31:13"
"DP/JO/738","JO",738,"C/EGD/1533","Paction","made covenant","jhm","08/27/02 09:31:21","jhm","08/27/02 09:31:39"
"DP/JO/739","JO",739,"C/EGD/1527","Servant",,"jhm","08/27/02 10:26:29","jhm","08/27/02 10:26:30"
"DP/JO/740","JO",740,"C/EGD/1527","Want nothing",,"jhm","08/27/02 10:26:32","jhm","08/27/02 10:26:33"
"DP/JO/741","JO",741,"C/EGD/1527","Anti-baptism",,"jhm","08/27/02 10:26:38","jhm","08/27/02 10:26:39"
"DP/JO/742","JO",742,"C/EGD/1527","New name","Caterine","jhm","08/27/02 10:26:41","jhm","08/27/02 10:26:52"
"DP/JO/743","JO",743,"C/EGD/604","Servant",,"jhm","08/27/02 11:20:45","jhm","08/27/02 11:20:46"
"DP/JO/744","JO",744,"C/JO/3246","Devil's Mark","leflt leg, between her shoulders, up her 'hensh'","jhm","08/27/02 11:46:27","jhm","08/27/02 11:48:41"
"DP/JO/745","JO",745,"C/JO/3246","Servant",,"jhm","08/27/02 11:55:23","jhm","08/27/02 11:55:24"
"DP/JO/746","JO",746,"C/JO/3246","Want nothing",,"jhm","08/27/02 11:55:28","jhm","08/27/02 11:55:29"
"DP/JO/747","JO",747,"C/JO/3246","Anti-baptism",,"jhm","08/27/02 11:56:00","jhm","08/27/02 11:56:00"
"DP/JO/748","JO",748,"C/JO/3248","Want nothing","property and wealth","jhm","08/28/02 09:53:00","jhm","08/28/02 09:53:33"
"DP/JO/749","JO",749,"C/JO/3248","Paction",,"jhm","08/28/02 10:01:11","jhm","08/28/02 10:01:19"
"DP/JO/750","JO",750,"C/JO/3248","Servant",,"jhm","08/28/02 10:01:19","jhm","08/28/02 10:01:20"
"DP/JO/751","JO",751,"C/JO/3248","Anti-baptism",,"jhm","08/28/02 10:01:39","jhm","08/28/02 10:01:39"
"DP/JO/752","JO",752,"C/JO/3248","New name","Margarat","jhm","08/28/02 10:01:41","jhm","08/28/02 10:01:54"
"DP/JO/753","JO",753,"C/EGD/1544","Paction",,"jhm","08/28/02 10:38:19","jhm","08/28/02 10:38:23"
"DP/JO/754","JO",754,"C/EGD/1544","Anti-baptism",,"jhm","08/28/02 10:38:29","jhm","08/28/02 10:38:30"
"DP/JO/758","JO",758,"C/JO/3075","Devil's Mark",,"jhm","09/26/02 13:25:36","jhm","09/26/02 13:25:42"
"DP/JO/759","JO",759,"C/JO/3074","Devil's Mark",,"jhm","09/26/02 13:26:37","jhm","09/26/02 13:26:38"
"DP/JO/763","JO",763,"C/EGD/346","Devil's Mark","neck","jhm","11/05/02 09:06:03","jhm","11/05/02 09:06:10"
"DP/LA/1","LA",1,"C/EGD/160","Anti-baptism",,"LEM","05/17/01 10:48:42","LEM","05/17/01 10:48:46"
"DP/LA/10","LA",10,"C/EGD/179","tacit pact","mediate packtione","LEM","05/21/01 16:34:24","LEM","05/21/01 16:34:36"
"DP/LA/100","LA",100,"C/EGD/385","Sex",,"LEM","06/29/01 13:18:24","LEM","06/29/01 13:18:29"
"DP/LA/101","LA",101,"C/EGD/390","Anti-baptism",,"LEM","07/02/01 09:32:45","LEM","07/02/01 09:32:46"
"DP/LA/102","LA",102,"C/EGD/390","Body and soul",,"LEM","07/02/01 09:32:48","LEM","07/02/01 09:32:49"
"DP/LA/103","LA",103,"C/EGD/390","Devil's Mark","Shoulder","LEM","07/02/01 09:32:51","LEM","07/02/01 09:32:58"
"DP/LA/104","LA",104,"C/EGD/390","Head and foot",,"LEM","07/02/01 09:33:00","LEM","07/02/01 09:33:02"
"DP/LA/105","LA",105,"C/EGD/390","Servant",,"LEM","07/02/01 09:33:05","LEM","07/02/01 09:33:07"
"DP/LA/106","LA",106,"C/EGD/390","Sex",,"LEM","07/02/01 09:33:08","LEM","07/02/01 09:33:13"
"DP/LA/107","LA",107,"C/EGD/390","Want nothing",,"LEM","07/02/01 09:33:15","LEM","07/02/01 09:33:16"
"DP/LA/109","LA",109,"C/EGD/388","Anti-baptism",,"LEM","07/02/01 09:45:05","LEM","07/02/01 09:45:07"
"DP/LA/11","LA",11,"C/LA/2638","Servant",,"LEM","05/22/01 12:17:27","LEM","05/22/01 12:17:28"
"DP/LA/110","LA",110,"C/EGD/388","Servant",,"LEM","07/02/01 09:45:14","LEM","07/02/01 09:45:15"
"DP/LA/111","LA",111,"C/EGD/388","Want nothing",,"LEM","07/02/01 09:45:21","LEM","07/02/01 09:45:21"
"DP/LA/112","LA",112,"C/EGD/388","Sex",,"LEM","07/02/01 09:45:23","LEM","07/02/01 09:45:26"
"DP/LA/113","LA",113,"C/EGD/388","New name","Jonet Dalry","LEM","07/02/01 09:45:27","LEM","07/02/01 09:45:43"
"DP/LA/114","LA",114,"C/EGD/389","Anti-baptism",,"LEM","07/02/01 09:58:04","LEM","07/02/01 09:58:06"
"DP/LA/115","LA",115,"C/EGD/389","Head and foot",,"LEM","07/02/01 09:58:08","LEM","07/02/01 09:58:10"
"DP/LA/116","LA",116,"C/EGD/389","Servant",,"LEM","07/02/01 09:58:25","LEM","07/02/01 09:58:28"
"DP/LA/117","LA",117,"C/EGD/389","Want nothing",,"LEM","07/02/01 09:58:30","LEM","07/02/01 09:58:37"
"DP/LA/118","LA",118,"C/EGD/389","Sex",,"LEM","07/02/01 10:02:09","LEM","07/02/01 10:02:15"
