DemonicRef,DemonicSystemId,DemonicID,CaseRef,Demonic_Type,Demonic_Text,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"DP/LA/349","LA",349,"C/EGD/622","Sex",,"LEM","09/11/01 13:16:16","LEM","09/11/01 13:16:20"
"DP/LA/350","LA",350,"C/EGD/613","Anti-baptism",,"LEM","09/11/01 13:23:51","LEM","09/11/01 13:23:51"
"DP/LA/351","LA",351,"C/EGD/613","Body and soul",,"LEM","09/11/01 13:23:55","LEM","09/11/01 13:23:56"
"DP/LA/352","LA",352,"C/EGD/613","Head and foot",,"LEM","09/11/01 13:23:56","LEM","09/11/01 13:24:02"
"DP/LA/353","LA",353,"C/EGD/613","Paction",,"LEM","09/11/01 13:24:37","LEM","09/11/01 13:24:37"
"DP/LA/354","LA",354,"C/EGD/614","Anti-baptism",,"LEM","09/11/01 13:31:27","LEM","09/11/01 13:31:27"
"DP/LA/355","LA",355,"C/EGD/614","Head and foot",,"LEM","09/11/01 13:31:35","LEM","09/11/01 13:31:36"
"DP/LA/356","LA",356,"C/EGD/691","Head and foot",,"LEM","09/21/01 09:10:48","LEM","09/21/01 09:10:49"
"DP/LA/357","LA",357,"C/EGD/611","Anti-baptism",,"LEM","09/21/01 09:43:08","LEM","09/21/01 09:43:09"
"DP/LA/358","LA",358,"C/EGD/611","Servant",,"LEM","09/21/01 09:43:11","LEM","09/21/01 09:43:15"
"DP/LA/359","LA",359,"C/EGD/696","Anti-baptism",,"LEM","09/21/01 13:06:57","LEM","09/21/01 13:06:58"
"DP/LA/360","LA",360,"C/EGD/696","Head and foot",,"LEM","09/21/01 13:06:59","LEM","09/21/01 13:06:59"
"DP/LA/361","LA",361,"C/EGD/696","Body and soul",,"LEM","09/21/01 13:07:02","LEM","09/21/01 13:07:02"
"DP/LA/362","LA",362,"C/EGD/696","Want nothing",,"LEM","09/21/01 13:07:42","LEM","09/21/01 13:07:43"
"DP/LA/363","LA",363,"C/EGD/697","Want nothing",,"LEM","09/21/01 13:22:30","LEM","09/21/01 13:22:32"
"DP/LA/364","LA",364,"C/EGD/697","Anti-baptism",,"LEM","09/21/01 13:22:34","LEM","09/21/01 13:22:34"
"DP/LA/365","LA",365,"C/EGD/697","Head and foot",,"LEM","09/21/01 13:22:38","LEM","09/21/01 13:22:38"
"DP/LA/366","LA",366,"C/EGD/697","Sex",,"LEM","09/21/01 13:22:47","LEM","09/21/01 13:22:52"
"DP/LA/367","LA",367,"C/EGD/695","Anti-baptism",,"LEM","09/21/01 13:35:57","LEM","09/21/01 13:35:58"
"DP/LA/368","LA",368,"C/EGD/695","Head and foot",,"LEM","09/21/01 13:35:58","LEM","09/21/01 13:36:02"
"DP/LA/369","LA",369,"C/EGD/34","Want nothing",,"LEM","09/25/01 12:00:20","LEM","09/25/01 12:00:21"
"DP/LA/37","LA",37,"C/EGD/169","Servant",,"LEM","06/14/01 13:48:58","LEM","06/14/01 13:49:20"
"DP/LA/371","LA",371,"C/EGD/59","Servant",,"LEM","10/09/01 09:25:08","LEM","10/09/01 09:25:09"
"DP/LA/372","LA",372,"C/EGD/59","Want nothing",,"LEM","10/09/01 09:25:10","LEM","10/09/01 09:25:13"
"DP/LA/373","LA",373,"C/EGD/59","Devil's Mark","Marked with a rod.","LEM","10/09/01 09:27:12","LEM","10/09/01 09:27:49"
"DP/LA/374","LA",374,"C/EGD/63","Anti-baptism",,"LEM","10/09/01 10:43:19","LEM","10/09/01 10:43:20"
"DP/LA/375","LA",375,"C/EGD/63","Want nothing",,"LEM","10/09/01 10:43:22","LEM","10/09/01 10:43:25"
"DP/LA/376","LA",376,"C/EGD/63","Servant",,"LEM","10/09/01 10:44:14","LEM","10/09/01 10:44:16"
"DP/LA/377","LA",377,"C/EGD/63","Devil's Mark","right knee","LEM","10/09/01 10:44:16","LEM","10/09/01 10:44:38"
"DP/LA/378","LA",378,"C/EGD/103","New name","Naip","LEM","10/10/01 15:26:45","LEM","10/10/01 15:26:53"
"DP/LA/379","LA",379,"C/EGD/104","New name","Cane","LEM","10/10/01 15:27:34","LEM","10/10/01 15:27:40"
"DP/LA/38","LA",38,"C/EGD/1605","Devil's Mark",,"LEM","06/19/01 14:07:56","LEM","06/19/01 14:08:54"
"DP/LA/380","LA",380,"C/EGD/29","Anti-baptism",,"LEM","10/18/01 09:49:36","LEM","10/18/01 09:49:38"
"DP/LA/381","LA",381,"C/EGD/1329","Want nothing",,"LEM","10/19/01 09:53:48","LEM","10/19/01 09:53:50"
"DP/LA/382","LA",382,"C/EGD/1329","Anti-baptism",,"LEM","10/19/01 09:54:24","LEM","10/19/01 09:54:24"
"DP/LA/383","LA",383,"C/EGD/1329","Head and foot",,"LEM","10/19/01 09:54:25","LEM","10/19/01 09:54:31"
"DP/LA/384","LA",384,"C/EGD/1334","Servant",,"LEM","10/19/01 10:07:00","LEM","10/19/01 10:07:17"
"DP/LA/385","LA",385,"C/EGD/1334","Anti-baptism",,"LEM","10/19/01 10:07:18","LEM","10/19/01 10:07:18"
"DP/LA/386","LA",386,"C/EGD/1334","Head and foot",,"LEM","10/19/01 10:07:19","LEM","10/19/01 10:07:21"
"DP/LA/387","LA",387,"C/EGD/1338","Sex",,"LEM","10/19/01 10:32:53","LEM","10/19/01 10:32:54"
"DP/LA/388","LA",388,"C/EGD/1338","Anti-baptism","she sat down on her Knees","LEM","10/19/01 10:32:56","LEM","10/19/01 10:33:05"
"DP/LA/389","LA",389,"C/EGD/1338","Servant",,"LEM","10/19/01 10:33:10","LEM","10/19/01 10:33:12"
"DP/LA/39","LA",39,"C/EGD/1605","Servant",,"LEM","06/19/01 14:08:54","LEM","06/19/01 14:08:55"
"DP/LA/390","LA",390,"C/EGD/1312","Sex",,"LEM","10/19/01 15:25:17","LEM","10/19/01 15:25:18"
"DP/LA/391","LA",391,"C/EGD/1312","Anti-baptism",,"LEM","10/19/01 15:27:25","LEM","10/19/01 15:27:26"
"DP/LA/392","LA",392,"C/EGD/1312","Devil's Mark","back side of left arm below the elbow","LEM","10/19/01 15:27:47","LEM","10/19/01 15:28:15"
"DP/LA/393","LA",393,"C/EGD/1312","New name","Nan Clark or Nan Clatt","LEM","10/19/01 15:28:57","LEM","10/19/01 15:29:14"
"DP/LA/394","LA",394,"C/EGD/1322","Anti-baptism",,"LEM","10/19/01 16:06:26","LEM","10/19/01 16:06:27"
"DP/LA/395","LA",395,"C/EGD/1322","Sex",,"LEM","10/19/01 16:06:37","LEM","10/19/01 16:07:50"
"DP/LA/4","LA",4,"C/EGD/162","Sex",,"LEM","05/18/01 12:58:57","LEM","05/18/01 12:59:11"
"DP/LA/40","LA",40,"C/EGD/1605","Anti-baptism",,"LEM","06/19/01 14:11:09","LEM","06/19/01 14:11:11"
"DP/LA/406","LA",406,"C/EGD/1308","Sex","he gripped her papy first","LEM","10/22/01 15:45:48","LEM","10/22/01 15:48:26"
"DP/LA/407","LA",407,"C/EGD/1308","Anti-baptism",,"LEM","10/22/01 15:45:50","LEM","10/22/01 15:45:51"
"DP/LA/408","LA",408,"C/EGD/1308","Body and soul",,"LEM","10/22/01 15:45:52","LEM","10/22/01 15:45:53"
"DP/LA/409","LA",409,"C/EGD/1310","Anti-baptism",,"LEM","10/23/01 10:35:44","LEM","10/23/01 10:35:45"
"DP/LA/41","LA",41,"C/EGD/1605","Sex",,"LEM","06/19/01 14:11:11","LEM","06/19/01 14:11:35"
"DP/LA/410","LA",410,"C/EGD/1310","Sex",,"LEM","10/23/01 10:35:46","LEM","10/23/01 10:35:47"
"DP/LA/411","LA",411,"C/EGD/1310","Body and soul",,"LEM","10/23/01 10:35:48","LEM","10/23/01 10:35:48"
"DP/LA/412","LA",412,"C/EGD/228","Sex",,"LEM","11/26/01 12:10:58","LEM","11/26/01 12:11:08"
"DP/LA/413","LA",413,"C/EGD/783","Devil's Mark",,"LEM","11/26/01 15:12:33","LEM","11/26/01 15:12:34"
"DP/LA/414","LA",414,"C/EGD/785","Anti-baptism","while drinking to him","LEM","11/26/01 15:53:43","LEM","07/15/02 11:06:48"
"DP/LA/415","LA",415,"C/EGD/785","Paction",,"LEM","11/26/01 15:54:55","LEM","11/26/01 15:55:01"
"DP/LA/416","LA",416,"C/EGD/786","Devil's Mark",,"LEM","11/29/01 10:30:37","LEM","11/29/01 10:30:38"
"DP/LA/417","LA",417,"C/EGD/786","Anti-baptism",,"LEM","11/29/01 10:30:39","LEM","11/29/01 10:30:39"
"DP/LA/418","LA",418,"C/EGD/355","Anti-baptism",,"LEM","11/29/01 14:00:48","LEM","11/29/01 14:00:48"
"DP/LA/419","LA",419,"C/EGD/355","Servant",,"LEM","11/29/01 14:00:49","LEM","11/29/01 14:00:50"
"DP/LA/42","LA",42,"C/EGD/901","Body and soul",,"LEM","06/27/01 11:43:13","LEM","06/27/01 11:43:19"
"DP/LA/420","LA",420,"C/EGD/355","Body and soul",,"LEM","11/29/01 14:00:51","LEM","11/29/01 14:00:55"
"DP/LA/422","LA",422,"C/EGD/1379","Sex","he was heavy","LEM","11/29/01 14:20:55","LEM","11/29/01 14:21:05"
"DP/LA/423","LA",423,"C/EGD/273","Devil's Mark",,"LEM","11/29/01 16:02:05","LEM","11/29/01 16:02:07"
"DP/LA/424","LA",424,"C/EGD/792","Devil's Mark","on her secret member","LEM","11/30/01 10:09:24","LEM","02/04/02 10:39:26"
"DP/LA/425","LA",425,"C/EGD/792","Sex","nature was cold","LEM","11/30/01 10:09:42","LEM","11/30/01 10:09:54"
"DP/LA/426","LA",426,"C/EGD/584","Anti-baptism",,"LEM","12/03/01 09:41:04","LEM","12/03/01 09:41:13"
"DP/LA/427","LA",427,"C/EGD/584","Paction",,"LEM","12/03/01 09:41:14","LEM","12/03/01 09:41:15"
"DP/LA/428","LA",428,"C/EGD/1749","Devil's Mark",,"LEM","01/16/02 10:51:16","LEM","01/16/02 10:51:17"
"DP/LA/429","LA",429,"C/EGD/1749","New name","Landsladie","LEM","01/16/02 10:51:18","LEM","01/16/02 10:51:25"
"DP/LA/43","LA",43,"C/LA/2759","Body and soul",,"LEM","06/27/01 11:47:24","LEM","06/27/01 11:47:25"
"DP/LA/430","LA",430,"C/EGD/1748","Devil's Mark",,"LEM","01/16/02 11:48:29","LEM","01/16/02 11:48:30"
"DP/LA/431","LA",431,"C/EGD/1748","Anti-baptism",,"LEM","01/16/02 11:48:40","LEM","01/16/02 11:48:41"
"DP/LA/432","LA",432,"C/EGD/1748","Head and foot",,"LEM","01/16/02 11:48:42","LEM","01/16/02 11:48:42"
"DP/LA/433","LA",433,"C/EGD/1748","Want nothing",,"LEM","01/16/02 11:48:46","LEM","01/16/02 11:48:48"
"DP/LA/434","LA",434,"C/EGD/1748","New name","Jonas","LEM","01/16/02 11:49:09","LEM","01/16/02 11:49:14"
"DP/LA/435","LA",435,"C/EGD/1747","Devil's Mark",,"LEM","01/16/02 11:59:05","LEM","01/16/02 11:59:06"
"DP/LA/436","LA",436,"C/EGD/1747","Sex","Devil was cold","LEM","01/16/02 11:59:08","LEM","01/16/02 11:59:22"
"DP/LA/437","LA",437,"C/EGD/1747","New name","Euoppa (?Anipper)","LEM","01/16/02 11:59:45","jhm","07/10/02 13:20:50"
"DP/LA/438","LA",438,"C/EGD/1747","Head and foot",,"LEM","01/16/02 12:01:06","LEM","01/16/02 12:01:17"
"DP/LA/439","LA",439,"C/EGD/1747","Want nothing",,"LEM","01/16/02 12:01:18","LEM","01/16/02 12:01:24"
"DP/LA/44","LA",44,"C/EGD/897","Body and soul",,"LEM","06/27/01 11:49:15","LEM","06/27/01 11:49:16"
"DP/LA/440","LA",440,"C/EGD/1747","Anti-baptism",,"LEM","01/16/02 12:01:25","LEM","01/16/02 12:01:28"
"DP/LA/441","LA",441,"C/EGD/1746","New name","Locas","LEM","01/16/02 12:14:09","jhm","10/22/02 08:59:52"
"DP/LA/442","LA",442,"C/EGD/1746","Head and foot",,"LEM","01/16/02 12:15:57","LEM","01/16/02 12:15:58"
"DP/LA/443","LA",443,"C/EGD/1746","Anti-baptism",,"LEM","01/16/02 12:15:59","LEM","01/16/02 12:16:02"
"DP/LA/444","LA",444,"C/EGD/1746","Devil's Mark",,"LEM","01/16/02 12:16:05","LEM","01/16/02 12:16:05"
"DP/LA/445","LA",445,"C/EGD/1746","Sex",,"LEM","01/16/02 12:16:22","LEM","01/16/02 12:16:26"
"DP/LA/446","LA",446,"C/EGD/1745","New name","Sophia","LEM","01/16/02 12:23:40","LEM","01/16/02 12:23:44"
"DP/LA/447","LA",447,"C/EGD/1745","Devil's Mark",,"LEM","01/16/02 12:27:15","LEM","01/16/02 12:27:18"
"DP/LA/448","LA",448,"C/EGD/1744","New name","Rajeru","LEM","01/16/02 12:39:03","LEM","01/16/02 12:39:34"
"DP/LA/449","LA",449,"C/EGD/1773","Devil's Mark","left shoulder","LEM","01/30/02 13:26:35","LEM","01/30/02 13:27:00"
"DP/LA/45","LA",45,"C/EGD/898","Body and soul",,"LEM","06/27/01 11:51:52","LEM","06/27/01 11:51:53"
"DP/LA/450","LA",450,"C/EGD/1773","Devil's Mark","leg","LEM","01/30/02 13:27:02","LEM","01/30/02 13:27:41"
"DP/LA/451","LA",451,"C/EGD/1773","Anti-baptism",,"LEM","01/30/02 13:27:45","LEM","01/30/02 13:27:46"
"DP/LA/452","LA",452,"C/LA/2959","Anti-baptism",,"LEM","01/31/02 09:27:24","LEM","01/31/02 09:27:25"
"DP/LA/453","LA",453,"C/LA/2959","Devil's Mark","Back","LEM","01/31/02 09:27:28","LEM","01/31/02 09:27:43"
"DP/LA/454","LA",454,"C/EGD/1778","Anti-baptism",,"LEM","01/31/02 09:30:50","LEM","01/31/02 09:30:51"
"DP/LA/455","LA",455,"C/EGD/1778","Devil's Mark","between her shoulders","LEM","01/31/02 09:31:01","LEM","01/31/02 09:31:13"
"DP/LA/456","LA",456,"C/EGD/1781","Anti-baptism",,"LEM","01/31/02 09:33:06","LEM","01/31/02 09:33:06"
"DP/LA/457","LA",457,"C/EGD/1781","Devil's Mark","waist","LEM","01/31/02 09:33:20","LEM","01/31/02 09:33:25"
"DP/LA/458","LA",458,"C/EGD/1774","Anti-baptism",,"LEM","01/31/02 09:36:07","LEM","01/31/02 09:36:08"
"DP/LA/459","LA",459,"C/EGD/1774","Devil's Mark",,"LEM","01/31/02 09:36:20","LEM","01/31/02 09:36:28"
"DP/LA/46","LA",46,"C/EGD/899","Body and soul",,"LEM","06/27/01 11:53:46","LEM","06/27/01 11:53:47"
"DP/LA/460","LA",460,"C/EGD/1780","Anti-baptism",,"LEM","01/31/02 09:47:07","LEM","01/31/02 09:47:08"
"DP/LA/461","LA",461,"C/EGD/1780","Devil's Mark","back near shoulders","LEM","01/31/02 09:47:14","LEM","01/31/02 09:47:21"
"DP/LA/462","LA",462,"C/EGD/1777","Anti-baptism",,"LEM","01/31/02 09:49:24","LEM","01/31/02 09:49:25"
"DP/LA/463","LA",463,"C/EGD/1777","Devil's Mark","left shoulder","LEM","01/31/02 09:49:44","LEM","01/31/02 09:49:50"
"DP/LA/464","LA",464,"C/LA/2968","Devil's Mark",,"LEM","01/31/02 13:16:23","LEM","01/31/02 13:16:24"
"DP/LA/465","LA",465,"C/LA/2968","Want nothing",,"LEM","01/31/02 13:16:25","LEM","01/31/02 13:16:28"
"DP/LA/466","LA",466,"C/LA/2968","Anti-baptism",,"LEM","01/31/02 13:16:30","LEM","01/31/02 13:16:31"
"DP/LA/467","LA",467,"C/LA/2968","Head and foot",,"LEM","01/31/02 13:16:32","LEM","01/31/02 13:16:34"
"DP/LA/468","LA",468,"C/LA/2969","Want nothing",,"LEM","01/31/02 13:26:44","LEM","01/31/02 13:26:45"
"DP/LA/469","LA",469,"C/LA/2969","Devil's Mark",,"LEM","01/31/02 13:26:47","LEM","01/31/02 13:26:48"
"DP/LA/47","LA",47,"C/EGD/900","Body and soul",,"LEM","06/27/01 11:56:16","LEM","06/27/01 11:56:17"
"DP/LA/470","LA",470,"C/LA/2969","Head and foot",,"LEM","01/31/02 13:26:50","LEM","01/31/02 13:26:52"
"DP/LA/471","LA",471,"C/LA/2970","Devil's Mark","back","LEM","01/31/02 14:59:24","LEM","01/31/02 14:59:34"
"DP/LA/472","LA",472,"C/LA/2972","Devil's Mark",,"LEM","01/31/02 20:54:51","LEM","01/31/02 20:54:54"
"DP/LA/473","LA",473,"C/EGD/1779","Devil's Mark","small of back","LEM","01/31/02 21:07:00","LEM","01/31/02 21:20:42"
"DP/LA/474","LA",474,"C/LA/2973","Devil's Mark","left shoulder","LEM","01/31/02 21:22:22","LEM","01/31/02 21:22:32"
"DP/LA/475","LA",475,"C/LA/2974","Devil's Mark",,"LEM","01/31/02 21:34:25","LEM","01/31/02 21:34:31"
"DP/LA/476","LA",476,"C/LA/2975","Devil's Mark",,"LEM","02/01/02 11:22:13","LEM","02/01/02 11:22:16"
"DP/LA/477","LA",477,"C/LA/2976","Devil's Mark",,"LEM","02/01/02 11:45:21","LEM","02/01/02 11:45:23"
"DP/LA/478","LA",478,"C/LA/2977","Devil's Mark",,"LEM","02/01/02 11:56:20","LEM","02/01/02 11:56:22"
"DP/LA/479","LA",479,"C/LA/2978","Devil's Mark",,"LEM","02/01/02 12:17:44","LEM","02/01/02 12:17:46"
"DP/LA/48","LA",48,"C/EGD/372","Anti-baptism",,"LEM","06/27/01 16:07:37","LEM","06/27/01 16:07:38"
"DP/LA/480","LA",480,"C/LA/2979","Devil's Mark",,"LEM","02/01/02 12:28:40","LEM","02/01/02 12:28:42"
"DP/LA/481","LA",481,"C/LA/2980","Devil's Mark",,"LEM","02/01/02 12:40:02","LEM","02/01/02 12:40:04"
"DP/LA/482","LA",482,"C/EGD/792","New name","Whoore","LEM","02/04/02 10:37:34","LEM","02/04/02 10:37:47"
"DP/LA/483","LA",483,"C/EGD/739","Devil's Mark","shoulders","LEM","02/18/02 14:46:28","LEM","02/18/02 14:46:34"
"DP/LA/484","LA",484,"C/EGD/735","Head and foot",,"LEM","02/18/02 15:08:28","LEM","02/18/02 15:08:29"
"DP/LA/485","LA",485,"C/EGD/733","Devil's Mark","Back bone","LEM","02/18/02 15:20:41","LEM","02/18/02 15:20:52"
"DP/LA/486","LA",486,"C/EGD/726","Devil's Mark",,"LEM","02/18/02 15:27:19","LEM","02/18/02 15:27:24"
"DP/LA/487","LA",487,"C/EGD/731","Devil's Mark",,"LEM","02/18/02 17:12:36","LEM","02/18/02 17:12:40"
"DP/LA/488","LA",488,"C/EGD/738","Devil's Mark",,"LEM","02/18/02 18:45:18","LEM","02/18/02 18:45:21"
"DP/LA/49","LA",49,"C/EGD/372","New name","William","LEM","06/27/01 16:07:42","LEM","07/09/01 10:37:37"
"DP/LA/493","LA",493,"C/EGD/162","Body and soul",,"LEM","05/06/02 20:04:44","LEM","05/06/02 20:04:55"
"DP/LA/494","LA",494,"C/EGD/1058","Devil's Mark","Leg","LEM","05/07/02 09:30:31","LEM","05/07/02 09:30:37"
"DP/LA/495","LA",495,"C/EGD/674","Sex",,"LEM","05/07/02 11:02:48","LEM","05/07/02 11:02:50"
"DP/LA/496","LA",496,"C/LA/2689","Sex",,"LEM","05/07/02 11:30:25","LEM","05/07/02 11:30:33"
"DP/LA/497","LA",497,"C/LA/3019","Sex",,"LEM","05/07/02 12:10:27","LEM","05/07/02 12:10:31"
"DP/LA/498","LA",498,"C/EGD/301","Devil's Mark",,"LEM","05/07/02 15:53:28","LEM","05/07/02 15:53:29"
"DP/LA/499","LA",499,"C/EGD/301","Head and foot",,"LEM","05/07/02 15:53:30","LEM","05/07/02 15:53:31"
"DP/LA/5","LA",5,"C/EGD/166","Want nothing","meat, clothing or money","LEM","05/21/01 11:05:51","LEM","05/21/01 11:06:09"
"DP/LA/50","LA",50,"C/EGD/372","Servant",,"LEM","06/27/01 16:07:46","LEM","06/27/01 16:07:57"
"DP/LA/500","LA",500,"C/EGD/301","Anti-baptism",,"LEM","05/07/02 15:53:33","LEM","05/07/02 15:53:34"
"DP/LA/501","LA",501,"C/EGD/238","Devil's Mark","right cheek","LEM","05/07/02 16:32:51","LEM","05/07/02 16:33:24"
"DP/LA/505","LA",505,"C/EGD/435","Devil's Mark","thigh","LEM","06/06/02 12:44:03","LEM","06/06/02 12:44:51"
"DP/LA/506","LA",506,"C/EGD/435","Sex","with the bonnie lass","LEM","06/06/02 12:44:11","LEM","06/06/02 12:44:25"
"DP/LA/507","LA",507,"C/EGD/435","Servant",,"LEM","06/06/02 12:44:27","LEM","06/06/02 12:44:28"
"DP/LA/508","LA",508,"C/EGD/435","Want nothing",,"LEM","06/06/02 12:44:29","LEM","06/06/02 12:44:34"
"DP/LA/509","LA",509,"C/EGD/435","New name","James Scot","LEM","06/06/02 12:44:35","LEM","06/06/02 12:44:45"
"DP/LA/51","LA",51,"C/EGD/372","Devil's Mark","on his leg","LEM","06/27/01 16:07:59","LEM","06/27/01 16:08:14"
"DP/LA/510","LA",510,"C/EGD/435","Head and foot",,"LEM","06/06/02 12:44:51","LEM","06/06/02 12:44:52"
"DP/LA/511","LA",511,"C/EGD/435","Anti-baptism",,"LEM","06/06/02 12:44:53","LEM","06/06/02 12:45:02"
"DP/LA/515","LA",515,"C/EGD/2264","Sex","with a black man","LEM","06/19/02 11:11:00","LEM","06/19/02 11:11:05"
"DP/LA/516","LA",516,"C/EGD/2212","Sex",,"LEM","06/19/02 12:06:57","LEM","06/19/02 12:07:00"
"DP/LA/517","LA",517,"C/EGD/2220","Sex",,"LEM","06/19/02 14:02:26","LEM","06/19/02 14:02:28"
"DP/LA/518","LA",518,"C/EGD/2220","Devil's Mark","privie member","LEM","06/19/02 14:02:29","LEM","06/19/02 14:03:50"
"DP/LA/519","LA",519,"C/EGD/687","Anti-baptism",,"LEM","06/25/02 11:05:52","LEM","06/25/02 11:05:53"
"DP/LA/52","LA",52,"C/EGD/371","Anti-baptism",,"LEM","06/27/01 16:16:50","LEM","06/27/01 16:16:56"
"DP/LA/520","LA",520,"C/EGD/687","Head and foot",,"LEM","06/25/02 11:05:54","LEM","06/25/02 11:05:57"
"DP/LA/521","LA",521,"C/EGD/624","Sex","'heavie like a horse'","LEM","06/25/02 11:21:42","LEM","06/25/02 11:22:31"
"DP/LA/522","LA",522,"C/EGD/624","Anti-baptism",,"LEM","06/25/02 11:21:46","LEM","06/25/02 11:21:47"
"DP/LA/523","LA",523,"C/EGD/624","Head and foot",,"LEM","06/25/02 11:21:47","LEM","06/25/02 11:21:50"
"DP/LA/524","LA",524,"C/LA/3061","Sex","he was heavy and cold","LEM","06/25/02 12:33:55","LEM","06/25/02 12:34:05"
"DP/LA/525","LA",525,"C/LA/3061","Anti-baptism",,"LEM","06/25/02 12:34:09","LEM","06/25/02 12:34:10"
"DP/LA/526","LA",526,"C/LA/3061","Head and foot",,"LEM","06/25/02 12:34:12","LEM","06/25/02 12:34:13"
"DP/LA/527","LA",527,"C/LA/3061","New name","Eppie","LEM","06/25/02 12:34:14","LEM","06/25/02 12:34:24"
"DP/LA/528","LA",528,"C/EGD/620","Sex",,"LEM","06/25/02 13:14:08","LEM","06/25/02 13:14:09"
"DP/LA/529","LA",529,"C/EGD/620","Servant",,"LEM","06/25/02 13:14:10","LEM","06/25/02 13:14:13"
"DP/LA/53","LA",53,"C/EGD/371","Servant",,"LEM","06/27/01 16:16:57","LEM","06/27/01 16:17:01"
"DP/LA/530","LA",530,"C/EGD/620","New name","Saras Drudge","LEM","06/25/02 13:14:15","LEM","06/25/02 13:14:25"
"DP/LA/531","LA",531,"C/EGD/620","Anti-baptism",,"LEM","06/25/02 13:14:49","LEM","06/25/02 13:14:49"
"DP/LA/532","LA",532,"C/EGD/620","Head and foot",,"LEM","06/25/02 13:14:49","LEM","06/25/02 13:15:10"
"DP/LA/533","LA",533,"C/EGD/616","Sex",,"LEM","06/25/02 13:35:50","LEM","06/25/02 13:35:55"
"DP/LA/534","LA",534,"C/EGD/616","Anti-baptism",,"LEM","06/25/02 13:35:55","LEM","06/25/02 13:35:57"
"DP/LA/535","LA",535,"C/EGD/616","Head and foot",,"LEM","06/25/02 13:35:57","LEM","06/25/02 13:35:58"
"DP/LA/536","LA",536,"C/EGD/616","Servant",,"LEM","06/25/02 13:35:58","LEM","06/25/02 13:35:59"
"DP/LA/537","LA",537,"C/EGD/616","New name","Coufre","LEM","06/25/02 13:36:02","LEM","06/25/02 13:36:12"
"DP/LA/538","LA",538,"C/EGD/702","Sex",,"LEM","07/04/02 13:53:49","LEM","07/04/02 13:55:31"
"DP/LA/539","LA",539,"C/EGD/703","Sex","cold","LEM","07/04/02 14:24:32","LEM","07/04/02 14:24:35"
"DP/LA/54","LA",54,"C/EGD/371","Sex","Devil's nature was cold","LEM","06/27/01 16:17:06","jhm","11/05/02 14:21:44"
"DP/LA/540","LA",540,"C/EGD/703","Head and foot",,"LEM","07/04/02 14:25:19","LEM","07/04/02 14:25:20"
"DP/LA/541","LA",541,"C/EGD/703","Devil's Mark",,"LEM","07/04/02 14:25:20","LEM","07/04/02 14:25:27"
"DP/LA/542","LA",542,"C/EGD/704","Head and foot",,"LEM","07/04/02 14:56:37","LEM","07/04/02 14:56:38"
"DP/LA/543","LA",543,"C/EGD/704","New name","can't remember her new name","LEM","07/04/02 14:56:40","LEM","07/04/02 14:56:48"
"DP/LA/544","LA",544,"C/EGD/705","Anti-baptism",,"LEM","07/04/02 16:17:26","LEM","07/04/02 16:17:51"
"DP/LA/545","LA",545,"C/EGD/818","Body and soul",,"LEM","07/09/02 17:22:56","LEM","07/09/02 17:22:57"
"DP/LA/546","LA",546,"C/EGD/818","Anti-baptism",,"LEM","07/09/02 17:22:59","LEM","07/09/02 17:23:00"
"DP/LA/547","LA",547,"C/EGD/819","Anti-baptism",,"LEM","07/09/02 17:25:19","LEM","07/09/02 17:25:19"
"DP/LA/548","LA",548,"C/EGD/819","Body and soul",,"LEM","07/09/02 17:25:20","LEM","07/09/02 17:25:24"
"DP/LA/549","LA",549,"C/EGD/824","Anti-baptism",,"LEM","07/09/02 17:27:24","LEM","07/09/02 17:27:24"
"DP/LA/55","LA",55,"C/EGD/371","Devil's Mark","shoulder","LEM","06/27/01 16:17:12","LEM","06/27/01 16:17:30"
"DP/LA/550","LA",550,"C/EGD/824","Body and soul",,"LEM","07/09/02 17:27:25","LEM","07/09/02 17:27:27"
"DP/LA/551","LA",551,"C/EGD/823","Anti-baptism",,"LEM","07/09/02 17:31:02","LEM","07/09/02 17:31:03"
"DP/LA/552","LA",552,"C/EGD/823","Body and soul",,"LEM","07/09/02 17:31:04","LEM","07/09/02 17:31:04"
"DP/LA/553","LA",553,"C/EGD/715","Anti-baptism",,"LEM","07/09/02 17:34:31","LEM","07/09/02 17:34:32"
"DP/LA/554","LA",554,"C/EGD/715","Body and soul",,"LEM","07/09/02 17:34:34","LEM","07/09/02 17:34:36"
"DP/LA/555","LA",555,"C/EGD/717","Anti-baptism",,"LEM","07/09/02 17:35:24","LEM","07/09/02 17:35:24"
"DP/LA/556","LA",556,"C/EGD/717","Body and soul",,"LEM","07/09/02 17:35:25","LEM","07/09/02 17:35:27"
"DP/LA/557","LA",557,"C/EGD/718","Anti-baptism",,"LEM","07/09/02 17:36:46","LEM","07/09/02 17:36:46"
"DP/LA/558","LA",558,"C/EGD/718","Body and soul",,"LEM","07/09/02 17:36:47","LEM","07/09/02 17:36:49"
"DP/LA/559","LA",559,"C/EGD/719","Anti-baptism",,"LEM","07/09/02 17:37:39","LEM","07/09/02 17:37:40"
"DP/LA/56","LA",56,"C/EGD/371","Devil's Mark","between thigh and body","LEM","06/27/01 16:17:32","LEM","06/27/01 16:17:44"
"DP/LA/560","LA",560,"C/EGD/719","Body and soul",,"LEM","07/09/02 17:37:41","LEM","07/09/02 17:37:43"
