Parishref,ParishId,ParishSystemId,Parish_Name,Parish_TLA,PFID,Medieval_Diocese,Medieval_Deanery,Parish_County,Parish_Burgh,Parish_NGR_Letters,Parish_NGR_Easting,Parish_NGR_Northing,Date Comment,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"P/ST/1507",1507,"ST","Thankerton","TKX",1507,"Teviotdale","Lanark",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1508",1508,"ST","Thurso","THU",1508,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1509",1509,"ST","Tibbermore","TIB",1509,"South of Forth","Fife & Strathearn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1510",1510,"ST","Tillicoultry","TIL",1510,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1511",1511,"ST","Tingwall","TWL",1511,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1512",1512,"ST","Tinwald","TIN",1512,"Teviotdale","Nithsdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1513",1513,"ST","Tiree","TIR",1513,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1514",1514,"ST","Tongland","TON",1514,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1515",1515,"ST","Tongue","TNG",1515,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1516",1516,"ST","Torosay","TOY",1516,"Morvern",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1517",1517,"ST","Torphichen","TPH",1517,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1518",1518,"ST","Torrance","TCX",1518,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1519",1519,"ST","Torryburn","TOB",1519,"Merse","Fothriff",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1520",1520,"ST","Torthorwald","TOR",1520,"Teviotdale","Nithsdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1521",1521,"ST","Tough","TOU",1521,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1522",1522,"ST","Towie","TOW",1522,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1523",1523,"ST","Trailflat","TFX",1523,"Teviotdale","Nithsdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1524",1524,"ST","Trailtrow","TTX",1524,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1525",1525,"ST","Tranent","TRA",1525,"Merse","Haddington",,,"NT",400,730,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1526",1526,"ST","Traquair","TQR",1526,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1527",1527,"ST","Trinity Gask","TRG",1527,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1528",1528,"ST","Troqueer","TRO",1528,"Teviotdale",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1529",1529,"ST","Trumpan","TRX",1529,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1530",1530,"ST","Tulliallan","TUL",1530,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1531",1531,"ST","Tullibody","TBX",1531,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1532",1532,"ST","Tullibole","TUX",1532,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1533",1533,"ST","Tullich","THX",1533,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1534",1534,"ST","Tullicheddill","TEX",1534,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1535",1535,"ST","Tullynessle","TNX",1535,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1536",1536,"ST","Tullynessle & Forbes","TUF",1536,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1537",1537,"ST","Tundergarth","TUN",1537,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1538",1538,"ST","Turriff","TUR",1538,"Garioch","Boyne",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1539",1539,"ST","Tweedsmuir","TWE",1539,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1540",1540,"ST","Twynholm","TWY",1540,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1541",1541,"ST","Tyninghame","TYX",1541,"Merse","Haddington",,,"NT",600,790,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1542",1542,"ST","Tynron","TYN",1542,"Teviotdale","Nithsdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1543",1543,"ST","Tyrie","TYR",1543,"Garioch","Boyne",,,"NJ",930,631,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1544",1544,"ST","Urquhart","UCX",1544,"Strathspey","Inverness",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1545",1545,"ST","Udny","UDN",1545,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1546",1546,"ST","Urquhart & Glenmoriston","UGM",1546,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1547",1547,"ST","Uig (Lewis)","UIG",1547,"Isles",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1548",1548,"ST","Urquhart & Logie Wester","ULW",1548,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1549",1549,"ST","Unst","UNS",1549,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1550",1550,"ST","Uphall","UPH",1550,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1551",1551,"ST","Urquhart","UQX",1551,"Ross",,,,"NH",579,586,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1552",1552,"ST","Urr","URR",1552,"Teviotdale","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1553",1553,"ST","Urquhart","URQ",1553,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1554",1554,"ST","Wester Upsetlington","UWX",1554,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1555",1555,"ST","Urray","URY",1555,,,,,"NH",508,525,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1556",1556,"ST","Wamphray","WAM",1556,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1557",1557,"ST","Watten","WAT",1557,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1558",1558,"ST","Walls","WAX",1558,"Orkney",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1559",1559,"ST","West Calder","WCA",1559,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1560",1560,"ST","Wandel","WDX",1560,"Teviotdale","Lanark",,,"NS",940,270,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1561",1561,"ST","Weem","WEE",1561,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1562",1562,"ST","Westerkirk","WES",1562,"Teviotdale",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1563",1563,"ST","Weisdale","WEX",1563,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1564",1564,"ST","Walls & Flotta","WAF",1564,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1566",1566,"ST","Wigton","WGT",1566,"Rhinns","Farines",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1567",1567,"ST","Whitsome","WHI",1567,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1568",1568,"ST","Whitburn","WHB",1568,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1569",1569,"ST","Whithorn","WHT",1569,"Rhinns","Farines",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1570",1570,"ST","Wick","WIK",1570,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1571",1571,"ST","Wiston & Roberton","WIR",1571,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1572",1572,"ST","West Kilbride","WKB",1572,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1573",1573,"ST","Whitekirk","WKX",1573,"Merse","Haddington",,,"NT",590,810,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1574",1574,"ST","West Linton","WLN",1574,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1575",1575,"ST","Wardlaw","WLX",1575,"Strathspey","Inverness",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1576",1576,"ST","Wemyss","WMS",1576,"Merse","Fothriff",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1577",1577,"ST","Woomet","WMX",1577,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1578",1578,"ST","Whiteness","WNX",1578,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1579",1579,"ST","Westruther","WRR",1579,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1580",1580,"ST","Westray","WRY",1580,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1581",1581,"ST","Whittingehame","WTG",1581,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1582",1582,"ST","Yarrow","YAR",1582,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1583",1583,"ST","Yell","YEL",1583,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1584",1584,"ST","Yester","YES",1584,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1585",1585,"ST","Yetholm","YET",1585,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1586",1586,"ST","Kailzie","KXZ",1586,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1587",1587,"ST","Kilchrenan","KEX",1587,"Morvern","Lorn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1588",1588,"ST","Kilcolmkill","XKL",1588,"Morvern",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1589",1589,"ST","Sand","SXD",1589,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1590",1590,"ST","Kilkerran","KXI",1590,"Morvern","Kintyre",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1591",1591,"ST","Killellan","KXL",1591,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1592",1592,"ST","Killespick-Kyril","MNX",1592,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1593",1593,"ST","Killintag","KGX",1593,"Morvern","Morvern",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1594",1594,"ST","Kilmahog","KXM",1594,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1595",1595,"ST","Kilmaveonaig","KXA",1595,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1596",1596,"ST","Kilmelfort","KMX",1596,"Morvern","Lorn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1597",1597,"ST","Kilninver","KXV",1597,"Morvern","Lorn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1598",1598,"ST","Kilmuir","KXR",1598,"Brechin",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1599",1599,"ST","Kilmorich","KXH",1599,"Morvern","Glassary",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1600",1600,"ST","Lochgoilhead","LGX",1600,"Morvern","Glassary",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1601",1601,"ST","Kilmuir","KXU",1601,"Isles",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/181",181,"ST","Beith","BEH",181,"Teviotdale","Kyle & Cunningham",,,"NS",35,54,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/182",182,"ST","Kingoldrum","KGM",182,"Brechin",,,,"NO",334,550,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/191",191,"ST","Mearns",,191,,,,,"NS",54,55,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/192",192,"ST","Fenwick","FEN",192,"Teviotdale","Kyle & Cunningham",,,"NS",46,43,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/193",193,"ST","Kennoway","KWY",193,"Merse","Fife",,,"NO",351,27,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/195",195,"ST","Kilbirnie",,195,,,,,"NS",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/206",206,"ST","Grangemouth","GRM",206,,,,,"NS",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2080",2080,"ST","Walston","WAL",2080,"Teviotdale","Lanark",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/209",209,"ST","Tealing","TEA",209,"South of Forth","Angus",,,"NO",40,37,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/218",218,"ST","St Martins",,218,"South of Forth","Angus",,,"NO",154,303,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2205",2205,"ST","Deer","ODR",2205,"Garioch","Buchan",,,"NJ",978,477,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/221",221,"ST","Monifieth",,221,"Merse","Angus",,,"NO",490,320,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/225",225,"ST","Cameron","CMN",225,,,,,"NO",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/228",228,"ST","Minnigaff",,228,"Rhinns","Desnes",,,"NX",41,66,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/244",244,"ST","Liff",,244,,,,,"NO",333,328,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/245",245,"ST","Liff and Benvie",,245,,,,,"NO",333,328,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2636",2636,"ST","Cadder","CAD",2636,"Teviotdale",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2638",2638,"ST","Carmichael","CAL",2638,"Teviotdale","Lanark",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2650",2650,"ST","Rutherglen","RUG",2650,"Teviotdale","Rutherglen",,,"NS",610,610,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2651",2651,"ST","Symington","SMN",2651,,,,,"NS",998,352,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2904",2904,"ST","Killearnan","KEA",2904,"Ross",,,,"NH",576,495,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2909",2909,"ST","Kiltearn","KTE",2909,"Ross",,,,"NH",617,653,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2910",2910,"ST","Lemlair","LLX",2910,"Ross",,,,"NH",576,614,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2915",2915,"ST","Kincardine","KCR",2915,"Ross",,,,"NH",605,894,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2919",2919,"ST","Kilmuir Wester","KXW",2919,"Ross",,,,"NH",676,501,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/2924",2924,"ST","Lochalsh","LAL",2924,"Ross",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/3003",3003,"ST","Thankerton","TKX",3003,,,,,"NS",970,380,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/3041",3041,"ST","Stonehouse","STS",3041,"Teviotdale","Lanark",,,"NS",750,460,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/33",33,"ST","Leith",,33,,,,,"NS",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/3374",3374,"ST","Arndilly","BOH",3374,,,,,"NJ",280,470,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/3388",3388,"ST","Kilpatrick","OKP",3388,"Teviotdale","Lennox",,,"NT",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/3467",3467,"ST","Whitekirk and Tyninghame","WTH",3467,,,,,"N",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/3469",3469,"ST","Inchcailloch","BUC",3469,,,,,"NS",410,906,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/3477",3477,"ST","Gullane","DIR",3477,,,,,"NT",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/3483",3483,"ST","Seton","GLM",3483,,,,,"NT",410,750,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/352",352,"ST","Balmaghie","BMG",352,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/353",353,"ST","Clova","CXV",353,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/3532",3532,"ST","Kilgour","FAL",3532,,,,,"NT",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/354",354,"ST","Eckford","ECK",354,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/355",355,"ST","Fortingall","FTL",355,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/356",356,"ST","Foula","FOX",356,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/357",357,"ST","Garvald","GLX",357,"Teviotdale","Nithsdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/358",358,"ST","Gogar","GAX",358,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/359",359,"ST","Graemsay","GRX",359,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/360",360,"ST","Harvieston","HVX",360,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/361",361,"ST","Inchkenneth","IKX",361,"Isles",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/362",362,"ST","Inishail","ISX",362,"Morvern","Lorn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/363",363,"ST","Iona","IOX",363,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/364",364,"ST","Kilninian","KXN",364,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/365",365,"ST","Kilpeter","KPX",365,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/366",366,"ST","Kilravock","XKV",366,"Strathspey","Inverness",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/367",367,"ST","Kilvickeon","XKW",367,"Isles",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/368",368,"ST","Kinkell","KQX",368,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/369",369,"ST","Kinnedar","KXD",369,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/370",370,"ST","Kintray","KJX",370,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/371",371,"ST","Kirk o' Muir","XKK",371,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/372",372,"ST","Kirkandrews","KXQ",372,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/373",373,"ST","Kirkandrews on Esk","KXX",373,"Teviotdale","Eskdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/374",374,"ST","Kirkapoll","KXP",374,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/375",375,"ST","Kirkbride","XKG",375,"Teviotdale","Nithsdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/376",376,"ST","Kirkchrist","XKX",376,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/377",377,"ST","Kirkconnell","XKQ",377,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/378",378,"ST","Kirkdale","KXJ",378,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/379",379,"ST","Knoydart","XKT",379,"Morvern","Morvern",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/380",380,"ST","Moorfoot","MXF",380,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/381",381,"ST","Paxton","PAX",381,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/382",382,"ST","Sandness","SXN",382,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/383",383,"ST","Staplegorton","SXG",383,"Teviotdale","Eskdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/384",384,"ST","Toskerton","TOX",384,"Rhinns","Rhinns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/385",385,"ST","Walls","WSX",385,"Orkney",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/386",386,"ST","Walls & Sandness","WAS",386,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/387",387,"ST","Inch","SSX",387,"Rhinns","Rhinns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/388",388,"ST","Langholm","LHM",388,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/389",389,"ST","Lempitlaw","LPX",389,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/390",390,"ST","Leny","LXY",390,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/391",391,"ST","Liberton","LBN",391,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/392",392,"ST","Logie","LOG",392,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/393",393,"ST","Longcastle","LSX",393,"Rhinns","Farines",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/394",394,"ST","Longnewton","LXN",394,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/395",395,"ST","Luce","LXU",395,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/396",396,"ST","Lude","LXE",396,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/397",397,"ST","Lunnasting","LXT",397,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/398",398,"ST","Nemphlar","NPX",398,"Teviotdale","Lanark",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/399",399,"ST","Ness (Lewis)","NEX",399,"Isles",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/400",400,"ST","Nisbet","NBX",400,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/401",401,"ST","Pottie","PIX",401,"Merse","Gowrie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/402",402,"ST","Quothquhan","QQX",402,"Teviotdale","Lanark",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
