Parishref,ParishId,ParishSystemId,Parish_Name,Parish_TLA,PFID,Medieval_Diocese,Medieval_Deanery,Parish_County,Parish_Burgh,Parish_NGR_Letters,Parish_NGR_Easting,Parish_NGR_Northing,Date Comment,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"P/ST/1151",1151,"ST","Lochgoilhead & Kilmorich","LGK",1151,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1152",1152,"ST","Largs","LGS",1152,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1153",1153,"ST","Langton","LGT",1153,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1154",1154,"ST","Linlithgow","LGW",1154,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1155",1155,"ST","Lhanbryd","LHX",1155,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1156",1156,"ST","Liff & Benvie","LIB",1156,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1157",1157,"ST","Lilliesleaf","LIL",1157,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1158",1158,"ST","Lintrathen","LIN",1158,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1159",1159,"ST","Livingston","LIV",1159,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1160",1160,"ST","Liff","LIX",1160,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1161",1161,"ST","Ladykirk","LKK",1161,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1162",1162,"ST","Lochlee","LLE",1162,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1163",1163,"ST","Lemlair","LLX",1163,"Ross",,,,"NH",576,614,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1164",1164,"ST","Lochmaben","LMB",1164,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1165",1165,"ST","Longformacus","LMS",1165,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1166",1166,"ST","Lamington & Wandel","LMW",1166,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1167",1167,"ST","Logie-Mar","LMX",1167,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1168",1168,"ST","Lundie","LND",1168,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1169",1169,"ST","Lanark","LNK",1169,"Teviotdale","Lanark",,,"NS",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1170",1170,"ST","Lethnot","LNX",1170,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1171",1171,"ST","Logiealmond","LOA",1171,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1172",1172,"ST","Logie Buchan","LOB",1172,"Garioch","Buchan",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1173",1173,"ST","Logie-Coldstone","LOC",1173,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1174",1174,"ST","Logie Easter","LOE",1174,"Ross",,,,"NH",777,760,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1175",1175,"ST","Longforgan","LOF",1175,"Merse","Gowrie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1176",1176,"ST","Logie","LOI",1176,"Dunblane",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1177",1177,"ST","Longside","LON",1177,"Garioch","Buchan",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1178",1178,"ST","Logie Pert","LOP",1178,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1179",1179,"ST","Logierait","LOR",1179,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1180",1180,"ST","Loth","LOT",1180,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1181",1181,"ST","Loudoun","LOU",1181,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1182",1182,"ST","Lonmay","LOY",1182,"Garioch","Buchan",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1183",1183,"ST","Logie-Dundee","LOX",1183,"Merse","Angus",,,"NO",380,310,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1184",1184,"ST","Larbert","LRB",1184,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1185",1185,"ST","Lochrutton","LRT",1185,"Teviotdale","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1186",1186,"ST","Leslie","LSL",1186,"South of Forth","Fife & Strathearn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1187",1187,"ST","Linton","LTN",1187,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1188",1188,"ST","Lamberton","LTX",1188,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1189",1189,"ST","Lunan","LUN",1189,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/119",119,"ST","Burntisland",,119,"Merse","Fothriff",,,"NT",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1190",1190,"ST","Lumphanan","LUP",1190,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1191",1191,"ST","Luss","LUS",1191,"Teviotdale","Lennox",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1192",1192,"ST","Lunan","LUX",1192,"Strathspey",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1193",1193,"ST","Laxavoe","LVX",1193,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1194",1194,"ST","Lochwinnoch","LWH",1194,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1195",1195,"ST","Lerwick","LWK",1195,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1196",1196,"ST","Leswalt","LWT",1196,"Rhinns","Rhinns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1197",1197,"ST","Logie Wester","LWX",1197,"Ross",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1198",1198,"ST","Lyne","LYN",1198,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1199",1199,"ST","Lagganallachy","LYX",1199,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1200",1200,"ST","Lund","LXD",1200,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1201",1201,"ST","Madderty","MAD",1201,"South of Forth","Fife & Strathearn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1202",1202,"ST","Markinch","MAI",1202,"Merse","Fothriff",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1203",1203,"ST","Makerston","MAK",1203,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1204",1204,"ST","Manor","MAN",1204,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1205",1205,"ST","Maxton","MAO",1205,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1206",1206,"ST","Marnoch","MAR",1206,"Strathspey","Strathbogie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1207",1207,"ST","Muiravonside","MAS",1207,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1208",1208,"ST","Mauchline","MAU",1208,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1209",1209,"ST","Maxwell","MAX",1209,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1210",1210,"ST","Maybole","MAY",1210,"Teviotdale","Carrick",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1211",1211,"ST","Morebattle","MBT",1211,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1212",1212,"ST","Montbrey","MBX",1212,"Garioch",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1213",1213,"ST","Mid Calder","MCR",1213,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1214",1214,"ST","Moy & Dalarossie","MDL",1214,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1215",1215,"ST","Mearns","MEA",1215,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1216",1216,"ST","Meigle","MEI",1216,"South of Forth","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1217",1217,"ST","Meldrum","MEL",1217,"Garioch","Buchan",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1218",1218,"ST","Menmuir","MEN",1218,"South of Forth","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1219",1219,"ST","Mertoun","MER",1219,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1220",1220,"ST","Methlick","MET",1220,"Garioch","Buchan",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1221",1221,"ST","Methven","MEV",1221,"Merse","Gowrie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1222",1222,"ST","Methil","MEX",1222,"Merse","Fothriff",,,"NO",359,6,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1223",1223,"ST","Moncreiffe","MFX",1223,"Merse","Gowrie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1224",1224,"ST","Minigaff","MGF",1224,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1225",1225,"ST","Minginish","MGX",1225,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1226",1226,"ST","Morham","MHM",1226,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1227",1227,"ST","Meathie-Lour","MHX",1227,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1228",1228,"ST","Mains","MIX",1228,"Merse","Angus",,,"NO",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1229",1229,"ST","Monkegie","MKX",1229,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1230",1230,"ST","Middlebie","MLB",1230,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1231",1231,"ST","Mortlach","MLH",1231,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1232",1232,"ST","Melrose","MLR",1232,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1233",1233,"ST","Melville","MLX",1233,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1234",1234,"ST","Monymusk","MMK",1234,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1235",1235,"ST","Monimail","MML",1235,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1236",1236,"ST","Midmar","MMR",1236,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1237",1237,"ST","Moneydie","MND",1237,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1238",1238,"ST","Moonzie","MNZ",1238,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1239",1239,"ST","Montrose","MOE",1239,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1240",1240,"ST","Moffat","MOF",1240,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1241",1241,"ST","Monikie","MOK",1241,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1242",1242,"ST","Mochrum","MOM",1242,"Rhinns","Farines",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1244",1244,"ST","Moulin","MOU",1244,"South of Forth","Atholl & Drumalbane",,,"NN",943,592,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1245",1245,"ST","Monkton","MOX",1245,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1246",1246,"ST","Monkton & Prestwick","MPK",1246,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1247",1247,"ST","Monquhitter","MQR",1247,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1248",1248,"ST","Mordington","MRD",1248,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1249",1249,"ST","Morton","MRT",1249,"Teviotdale","Nithsdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1250",1250,"ST","Morvern","MRV",1250,"Morvern","Morvern",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1251",1251,"ST","Mains & Strathmartine","MSM",1251,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1252",1252,"ST","Mouswald","MSW",1252,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1253",1253,"ST","Masterton","MSX",1253,"Merse",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1254",1254,"ST","Minto","MTO",1254,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1255",1255,"ST","Moidart","MTX",1255,"Morvern","Morvern",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1256",1256,"ST","Muckhart","MUC",1256,"Merse","Fothriff",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1257",1257,"ST","Muirkirk","MUK",1257,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1258",1258,"ST","Murroes","MUR",1258,"Merse","Angus",,,"NO",460,350,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1259",1259,"ST","Muthill","MUT",1259,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1260",1260,"ST","Migvie","MVX",1260,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1261",1261,"ST","Mow","MWX",1261,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1262",1262,"ST","Muckersie","MXE",1262,"South of Forth","Fife & Strathearn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1263",1263,"ST","Mount Lothian","MXL",1263,"Merse",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1264",1264,"ST","Moy","MXY",1264,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1265",1265,"ST","Monzie","MXZ",1265,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1266",1266,"ST","Maryculter","MYC",1266,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1267",1267,"ST","Marykirk","MYK",1267,"Merse","Mearns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1268",1268,"ST","Maryton","MYN",1268,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1269",1269,"ST","Moy","MYX",1269,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1270",1270,"ST","Monzievaird & Strowan","MZS",1270,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1271",1271,"ST","Monzievaird","MZX",1271,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1272",1272,"ST","New Abbey","NAB",1272,"Teviotdale","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1273",1273,"ST","Newburgh","NBH",1273,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1274",1274,"ST","Newbattle","NBL",1274,"Merse",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1275",1275,"ST","Newburn","NBN",1275,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1276",1276,"ST","North Bute","NBU",1276,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1277",1277,"ST","North Berwick","NBW",1277,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1278",1278,"ST","New Cumnock","NCU",1278,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1279",1279,"ST","New Deer","NDR",1279,"Garioch","Buchan",,,"NJ",885,469,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1280",1280,"ST","Newdosk","NDX",1280,"Merse","Mearns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1281",1281,"ST","Neilston","NEI",1281,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1282",1282,"ST","Nenthorn","NEN",1282,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1283",1283,"ST","Nesting","NES",1283,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1284",1284,"ST","Nigg","NGG",1284,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1285",1285,"ST","Newhills","NHS",1285,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1286",1286,"ST","Nigg","NIG",1286,"Merse","Mearns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1287",1287,"ST","North Knapdale","NKN",1287,"Morvern","Kintyre",,,"NR",691,805,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1288",1288,"ST","New Kilpatrick","NKP",1288,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1289",1289,"ST","Newlands","NLS",1289,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1290",1290,"ST","New Luce","NLU",1290,"Rhinns","Farines",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1291",1291,"ST","New Monkland","NMO",1291,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1292",1292,"ST","New Machar","NMR",1292,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1293",1293,"ST","Northmavine","NMV",1293,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1294",1294,"ST","Nairn","NRN",1294,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1295",1295,"ST","Nonakiln","NNX",1295,,,,,"NH",662,712,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1296",1296,"ST","Northrew","NRX",1296,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1297",1297,"ST","North Ronaldsay","NSX",1297,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1298",1298,"ST","Newtyle","NTL",1298,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1299",1299,"ST","Newton","NTN",1299,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1300",1300,"ST","North Uist","NUS",1300,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1301",1301,"ST","Navar","NVX",1301,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1302",1302,"ST","Norwick","NWX",1302,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1303",1303,"ST","Nevay","NYX",1303,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1304",1304,"ST","Oathlaw","OAT",1304,"Brechin",,,,"NO",470,560,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1305",1305,"ST","Obney","OBX",1305,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1306",1306,"ST","Ochiltree","OCH",1306,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1307",1307,"ST","Old Cumnock","OCU",1307,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1308",1308,"ST","Old Cambus","OCX",1308,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1309",1309,"ST","Old Deer","ODR",1309,,,,,"NJ",978,477,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1310",1310,"ST","Olnafirth","OFX",1310,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1311",1311,"ST","Ogston","OGX",1311,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1312",1312,"ST","Oldhamstocks","OHS",1312,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1313",1313,"ST","Old Kilpatrick","OKP",1313,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1314",1314,"ST","Olrig","OLR",1314,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1315",1315,"ST","Old Luce","OLU",1315,"Rhinns","Farines",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1316",1316,"ST","Ollaberry","OLX",1316,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1317",1317,"ST","Old Monkland","OMO",1317,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1318",1318,"ST","Old Machar","OMR",1318,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1319",1319,"ST","Oxnam","ONM",1319,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1320",1320,"ST","Ordiqhill","ORD",1320,"Garioch","Boyne",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1321",1321,"ST","Ormiston","ORM",1321,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1322",1322,"ST","Orphir","ORP",1322,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1323",1323,"ST","Orwell","ORW",1323,,,,,"NO",147,38,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1324",1324,"ST","Old Roxburgh","ORX",1324,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1325",1325,"ST","Oyne","OYN",1325,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1326",1326,"ST","Pert","PEX",1326,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1327",1327,"ST","Papastour","PPX",1327,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/1328",1328,"ST","Paisley","PAI",1328,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
