-85.846933,33.596461
-85.865539,33.583842
-85.873329,33.576888
-85.930792,33.534350
-85.436018,32.621029
-85.435461,32.607750
-85.437215,32.509259
-86.916291,33.319710
-86.930708,33.309035
-86.915690,33.319207
-86.736265,33.575110
-86.769580,33.557300
-86.773952,33.553404
-86.778598,33.550730
-86.845634,33.511499
-86.747201,33.550923
-86.747202,33.550791
-86.774482,33.553101
-86.746318,33.570437
-86.742350,33.571632
-86.678766,33.607603
-86.774801,33.553879
-86.945628,34.642889
-86.944256,34.660089
-86.945633,34.642650
-85.440004,31.312040
-85.458615,31.329154
-85.440582,31.311430
-85.463997,31.332600
-85.444314,31.317289
-85.436344,31.308779
-85.369471,31.250440
-85.705156,31.277928
-85.716443,31.271158
-85.729490,31.266256
-85.815963,31.225646
-85.705783,31.278433
-86.104531,33.964228
-86.083367,33.973250
-86.104794,33.964589
-87.682458,30.290281
-87.661037,30.291416
-87.682388,30.289181
-86.766061,34.623364
-86.764528,34.650092
-86.765322,34.660237
-86.766565,34.724405
-86.782850,34.615392
-86.783490,34.649840
-86.782054,34.655148
-86.781947,34.660339
-86.780078,34.724684
-86.782047,34.655628
-86.784111,34.620942
-86.782722,34.623981
-86.785155,34.524572
-86.765394,34.656669
-86.764266,34.630084
-86.765586,34.656681
-86.557747,34.847475
-86.558760,34.866230
-86.558694,34.847806
-87.323155,33.902236
-87.309067,33.900756
-87.322689,33.901487
-88.082366,30.635474
-88.062833,30.614544
-88.054311,30.607811
-88.083255,30.635225
-88.235323,30.679920
-88.251016,30.700613
-88.258960,30.708251
-88.256164,30.704900
-88.238553,30.686733
-88.233411,30.677631
-88.180725,30.618050
-86.356933,32.368992
-86.372464,32.387856
-86.377267,32.299475
-86.406880,32.301017
-86.421943,32.303466
-86.510592,32.311610
-86.414308,32.302783
-86.384466,32.299358
-86.372436,32.299036
-86.276278,32.290750
-87.620111,34.750153
-87.599543,34.743760
-87.589338,34.738880
-87.519179,34.712577
-86.997002,32.355435
-86.983504,32.336622
-86.975250,32.328278
-86.927442,32.269789
-86.996478,32.355939
-86.043558,33.578511
-86.054561,33.564286
-86.045406,33.578964
-86.005904,31.863853
-86.024075,31.857686
-86.030953,31.855988
-86.105951,31.830798
-86.005645,31.863152
-87.603064,33.225719
-87.615691,33.212045
-87.626682,33.202897
-87.670297,33.158464
-111.757731,32.959336
-111.772613,32.953021
-111.782721,32.947118
-111.671125,35.139817
-111.666211,35.144414
-110.371224,31.587555
-110.331569,31.586520
-112.364206,33.550244
-112.388697,33.529944
-112.393225,33.523781
-112.371197,33.545900
-112.134862,35.963811
-112.155474,35.945692
-112.163417,35.936333
-111.669056,33.320294
-111.643674,33.300517
-111.989004,33.431032
-112.023672,33.430292
-112.035953,33.431044
-112.106550,33.431614
-111.988628,33.431706
-111.997869,33.428842
-112.023636,33.429619
-111.997869,33.428842
-111.988818,33.440818
-112.023508,33.441571
-111.988806,33.440089
-112.030772,33.428861
-112.004686,33.428036
-111.997869,33.428842
-112.033119,33.440863
-111.995676,33.441556
-112.033126,33.440051
-112.430215,34.644382
-112.412649,34.659709
-112.405178,34.667946
-112.429492,34.643944
-110.918367,32.098197
-110.946683,32.120769
-110.956279,32.131082
-111.015978,32.181819
-110.917566,32.098605
-110.865667,32.150175
-110.897367,32.177669
-110.902364,32.184116
-110.872446,32.154415
-110.859254,32.143922
-111.158012,32.146635
-111.176840,32.141701
-111.188266,32.137439
-111.282683,32.107779
-111.157721,32.145985
-114.632058,32.634457
-114.602857,32.661816
-114.593396,32.668243
-114.531033,32.721602
-91.637839,35.726486
-91.797708,35.703209
-91.637473,35.725152
-92.473156,34.604675
-92.480203,34.586245
-92.472367,34.604429
-89.943956,35.943489
