Measured Point,Vol.,Conc.,Cond. 185,Temp. 185,Cond. 187,Temp. 187,
,ml,mg/l,µS/cm,°C,µS/cm,°C,
0,250.0,0.00,105.8,10.7,105.4,10.7,
1,250.5,19.96,220.7,10.7,220.9,10.6,
2,251.0,39.84,335.8,10.7,334.7,10.6,
3,251.5,59.64,448.4,10.7,447.0,10.6,
4,252.0,79.37,562.2,10.7,560.3,10.6,
5,252.5,99.01,685.4,10.7,683.1,10.6,
Date/Time,Measured Point,Cond. 185,Cond. 187,Temp. 185,Temp. 187,
6/18/2016 10:16:48 AM,312,13.2,13.2,14.0,13.9,
6/18/2016 10:16:49 AM,313,13.2,13.2,14.0,13.9,
6/18/2016 10:16:50 AM,314,13.2,13.2,14.0,13.9,
6/18/2016 10:16:51 AM,315,13.2,13.2,14.0,13.9,
6/18/2016 10:16:52 AM,316,13.2,13.2,14.0,13.9,
6/18/2016 10:16:53 AM,317,13.2,13.2,14.0,13.9,
6/18/2016 10:16:54 AM,318,13.2,13.2,14.0,13.9,
6/18/2016 10:16:55 AM,319,13.2,13.2,14.0,13.9,
6/18/2016 10:16:56 AM,320,13.2,13.2,14.0,13.9,
6/18/2016 10:16:57 AM,321,13.2,13.2,14.0,13.9,
6/18/2016 10:16:58 AM,322,13.2,13.2,14.0,13.9,
6/18/2016 10:16:59 AM,323,13.2,13.2,14.0,13.9,
6/18/2016 10:17:00 AM,324,13.2,13.2,14.0,13.9,
6/18/2016 10:17:01 AM,325,13.2,13.2,14.0,13.9,
6/18/2016 10:17:02 AM,326,13.2,13.2,14.0,13.9,
6/18/2016 10:17:03 AM,327,13.2,13.2,14.0,13.9,
6/18/2016 10:17:04 AM,328,13.2,13.2,14.0,13.9,
6/18/2016 10:17:05 AM,329,13.2,13.2,14.0,13.9,
6/18/2016 10:17:06 AM,330,13.2,13.2,14.0,13.9,
6/18/2016 10:17:07 AM,331,13.2,13.2,14.0,13.9,
6/18/2016 10:17:08 AM,332,13.2,13.2,14.0,13.9,
6/18/2016 10:17:09 AM,333,13.2,13.2,14.0,13.9,
6/18/2016 10:17:10 AM,334,13.2,13.2,14.0,13.9,
6/18/2016 10:17:11 AM,335,13.2,13.2,14.0,13.9,
6/18/2016 10:17:12 AM,336,13.2,13.2,14.0,13.9,
6/18/2016 10:17:13 AM,337,13.2,13.2,14.0,13.9,
6/18/2016 10:17:14 AM,338,13.2,13.2,14.0,13.9,
6/18/2016 10:17:15 AM,339,13.2,13.2,14.0,13.9,
6/18/2016 10:17:16 AM,340,13.2,13.2,14.0,13.9,
6/18/2016 10:17:17 AM,341,13.2,13.2,14.0,13.9,
6/18/2016 10:17:18 AM,342,13.2,13.2,14.0,13.9,
6/18/2016 10:17:19 AM,343,13.2,13.2,14.0,13.9,
